qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P21525|FOSLA_DROME	lcl|NW_026920828.1_cds_XP_062596916.1_5568	51.282	78	38	0	409	486	433	666	1.29e-11	67.8
sp|P21554|CNR1_HUMAN	lcl|NW_026932470.1_cds_XP_062573280.1_35148	27.458	295	191	7	131	420	100	930	1.17e-19	90.9
sp|P21642|PCKGM_CHICK	lcl|NW_026926997.1_cds_XP_062611369.1_18634	59.799	597	236	4	48	641	193	1980	0.0	743
sp|P21674|FST_RAT	lcl|NW_026923683.1_cds_XP_062602911.1_10988	37.037	297	183	4	26	320	67	951	3.51e-58	193
sp|P21869|CSK22_CHICK	lcl|NW_026940018.1_cds_XP_062593033.1_53003	81.515	330	61	0	8	337	25	1014	0.0	538
sp|P22227|ZFP42_MOUSE	lcl|NW_026929583.1_cds_XP_062619745.1_26128	75.652	115	28	0	170	284	631	975	6.77e-61	197
sp|P22561|WT1_MOUSE	lcl|NW_026922643.1_cds_XP_062600512.1_8815	48.276	116	53	2	297	405	604	951	6.66e-29	116
sp|P22612|KAPCG_HUMAN	lcl|NW_026930989.1_cds_XP_062568769.1_31042	75.214	351	87	0	1	351	1	1053	0.0	563
sp|P22700|ATC1_DROME	lcl|NW_026936751.1_cds_XP_062584831.1_45598	73.720	1016	265	2	1	1015	1	3045	0.0	1472
sp|P22711|TIN_DROME	lcl|NW_026924794.1_cds_XP_062605524.1_13334	60.000	80	27	1	297	376	541	765	5.84e-21	94.0
sp|P22724|WNT4_MOUSE	lcl|NW_026924928.1_cds_XP_062605818.1_13606	62.388	335	123	1	20	351	67	1071	1.91e-158	449
sp|P22888|LSHR_HUMAN	lcl|NW_026933727.1_cds_XP_062577321.1_38807	35.260	692	349	12	51	648	181	2241	5.42e-120	383
sp|P22981|LET60_CAEEL	lcl|NW_026920697.1_cds_XP_062594403.1_5299	77.717	184	41	0	1	184	1	552	1.01e-95	276
sp|P23128|DDX6_DROME	lcl|NW_026930981.1_cds_XP_062568688.1_30980	77.674	430	91	1	26	455	55	1329	0.0	707
sp|P23347|B3A2_RAT	lcl|NW_026932935.1_cds_XP_062574718.1_36480	45.759	1014	491	12	227	1206	1231	4197	0.0	723
sp|P23443|KS6B1_HUMAN	lcl|NW_026935080.1_cds_XP_062579806.1_41053	63.241	506	163	5	24	524	1	1464	0.0	621
sp|P23572|CDK1_DROME	lcl|NW_026927640.1_cds_XP_062613313.1_20376	74.216	287	74	0	1	287	1	861	1.38e-167	468
sp|P23634|AT2B4_HUMAN	lcl|NW_026926068.1_cds_XP_062608895.1_16393	62.445	1129	374	9	14	1111	31	3360	0.0	1337
sp|P23647|FUSED_DROME	lcl|NW_026925128.1_cds_XP_062606307.1_14055	52.174	276	130	1	1	276	1	822	6.20e-87	302
sp|P23696|PP2A_DROME	lcl|NW_026918429.1_cds_XP_062604256.1_1200	91.909	309	25	0	1	309	10	936	0.0	614
sp|P23945|FSHR_HUMAN	lcl|NW_026933727.1_cds_XP_062577321.1_38807	55.490	337	144	3	337	668	1285	2292	1.54e-114	369
sp|P24348|LET23_CAEEL	lcl|NW_026927731.1_cds_XP_062613625.1_20657	32.346	1215	668	43	39	1158	106	3573	3.40e-179	572
sp|P25101|EDNRA_HUMAN	lcl|NW_026936099.1_cds_XP_062582979.1_43922	31.692	325	191	10	61	375	43	954	1.79e-37	140
sp|P25159|STAU_DROME	lcl|NW_026923961.1_cds_XP_062603547.1_11554	63.478	115	37	2	308	417	481	825	4.02e-34	142
sp|P25233|NECD_MOUSE	lcl|NW_026929122.1_cds_XP_062618232.1_24780	29.756	205	131	3	107	298	118	732	4.60e-30	115
sp|P25321|KAPCA_CRIGR	lcl|NW_026930989.1_cds_XP_062568769.1_31042	84.046	351	56	0	1	351	1	1053	0.0	627
sp|P25440|BRD2_HUMAN	lcl|NW_026933130.1_cds_XP_062575390.1_37062	53.511	413	164	5	73	461	214	1440	9.81e-121	394
sp|P25490|TYY1_HUMAN	lcl|NW_026929583.1_cds_XP_062619744.1_26127	83.491	212	26	3	203	412	367	981	1.30e-111	333
sp|P25723|TLD_DROME	lcl|NW_026919188.1_cds_XP_062620443.1_2677	48.058	901	425	11	146	1044	601	3180	0.0	897
sp|P25724|NANOS_DROME	lcl|NW_026923586.1_cds_XP_062602697.1_10792	51.429	70	33	1	303	372	400	606	1.66e-17	82.4
sp|P25822|PUM_DROME	lcl|NW_026928561.1_cds_XP_062616258.1_23014	77.259	343	75	1	1091	1430	1951	2979	1.32e-179	565
sp|P25823|TUD_DROME	lcl|NW_026939309.1_cds_XP_062591270.1_51443	24.493	739	451	30	1840	2513	4294	6384	2.44e-26	120
sp|P25843|PROF_DROME	lcl|NW_026923278.1_cds_XP_062601988.1_10159	30.328	122	83	1	2	121	10	375	9.65e-18	74.3
sp|P25867|UBCD1_DROME	lcl|NW_026939309.1_cds_XP_062591300.1_51391	93.197	147	10	0	1	147	1	441	2.52e-101	287
sp|P25992|YEMA_DROME	lcl|NW_026930542.1_cds_XP_062566626.1_29104	26.744	172	100	1	489	634	1138	1653	8.52e-16	84.0
sp|P26022|PTX3_HUMAN	lcl|NW_026918133.1_cds_XP_062592320.1_496	30.058	173	113	4	204	375	4219	4716	6.88e-17	84.0
sp|P26361|CFTR_MOUSE	lcl|NW_026923345.1_cds_XP_062602158.1_10308	27.044	1468	913	30	5	1441	220	4242	2.92e-163	531
sp|P26362|CFTR_SQUAC	lcl|NW_026927468.1_cds_XP_062612835.1_19946	37.615	654	365	7	4	645	31	1899	2.24e-119	410
sp|P26363|CFTR_XENLA	lcl|NW_026926023.1_cds_XP_062608622.1_16158	27.493	1524	894	34	2	1443	631	4815	3.88e-145	485
sp|P26453|BASI_RAT	lcl|NW_026931879.1_cds_XP_062571912.1_33903	36.047	172	91	8	217	384	817	1287	7.51e-16	80.5
sp|P26583|HMGB2_HUMAN	lcl|NW_026930996.1_cds_XP_062568831.1_31092	51.765	170	75	3	1	166	1	501	1.47e-50	163
sp|P26684|EDNRA_RAT	lcl|NW_026936099.1_cds_XP_062582980.1_43923	31.385	325	192	10	61	375	43	954	2.83e-36	137
sp|P26928|HGFL_MOUSE	lcl|NW_026921960.1_cds_XP_062599455.1_7886	38.830	376	180	20	106	457	481	1530	7.38e-62	217
sp|P27037|AVR2A_HUMAN	lcl|NW_026923852.1_cds_XP_062603337.1_11366	47.782	496	230	10	10	484	25	1488	2.22e-148	436
sp|P27038|AVR2A_MOUSE	lcl|NW_026923852.1_cds_XP_062603337.1_11366	47.581	496	231	10	10	484	25	1488	3.99e-148	435
sp|P27091|60A_DROME	lcl|NW_026927307.1_cds_XP_062612237.1_19416	35.566	433	248	8	24	455	34	1242	8.21e-81	256
sp|P27605|HPRT_RAT	lcl|NW_026920853.1_cds_XP_062597047.1_5713	67.773	211	68	0	8	218	37	669	7.75e-106	305
sp|P27619|DYN_DROME	lcl|NW_026937285.1_cds_XP_062586058.1_46701	70.822	754	213	4	1	754	19	2259	0.0	1070
sp|P27661|H2AX_MOUSE	lcl|NW_026927380.1_cds_XP_062612518.1_19651	83.471	121	11	2	23	143	64	399	6.63e-66	197
sp|P27699|CREM_MOUSE	lcl|NW_026924102.1_cds_XP_062603913.1_11878	51.636	275	90	12	91	355	121	846	3.51e-52	175
sp|P27715|UNC13_CAEEL	lcl|NW_026932814.1_cds_XP_062574360.1_36137	58.610	1237	434	16	953	2136	1657	5292	0.0	1465
sp|P27731|TTHY_CHICK	lcl|NW_026929887.1_cds_XP_062620822.1_27095	33.333	108	71	1	34	141	79	399	2.20e-13	63.9
sp|P27791|KAPCA_RAT	lcl|NW_026930989.1_cds_XP_062568769.1_31042	83.761	351	57	0	1	351	1	1053	0.0	625
sp|P27797|CALR_HUMAN	lcl|NW_026931531.1_cds_XP_062570857.1_32951	74.260	338	84	3	22	357	61	1071	1.28e-164	469
sp|P28166|ZFH1_DROME	lcl|NW_026923133.1_cds_XP_062601549.1_9748	59.155	142	57	1	914	1054	2671	3096	1.26e-40	164
sp|P28480|TCPA_RAT	lcl|NW_026931943.1_cds_XP_062572087.1_34091	76.182	550	130	1	5	554	22	1668	0.0	864
sp|P28515|ELT1_CAEEL	lcl|NW_026928263.1_cds_XP_062615246.1_22105	64.029	139	49	1	194	332	571	984	1.99e-56	193
sp|P28646|SSR1_RAT	lcl|NW_026929332.1_cds_XP_062618895.1_25383	42.157	306	161	5	44	336	91	999	1.63e-73	236
sp|P28659|CELF1_MOUSE	lcl|NW_026922110.1_cds_XP_062599653.1_8055	67.005	197	60	3	1	197	157	732	4.46e-92	292
sp|P28661|SEPT4_MOUSE	lcl|NW_026933671.1_cds_XP_062577009.1_38534	56.168	381	139	5	112	475	862	1971	4.62e-145	431
sp|P29121|PCSK4_MOUSE	lcl|NW_026931150.1_cds_XP_062569528.1_31753	53.591	543	228	5	31	562	79	1668	0.0	546
sp|P29310|1433Z_DROME	lcl|NW_026940060.1_cds_XP_062593214.1_53161	65.306	245	82	2	5	247	7	738	4.43e-116	333
sp|P29349|CSW_DROME	lcl|NW_026931414.1_cds_XP_062570532.1_32643	67.208	308	87	4	1	294	1	924	7.14e-141	431
sp|P29374|ARI4A_HUMAN	lcl|NW_026932625.1_cds_XP_062573810.1_35648	42.892	408	203	8	3	401	4	1164	2.05e-71	264
sp|P29474|NOS3_HUMAN	lcl|NW_026919155.1_cds_XP_062619244.1_2543	50.176	1134	532	13	67	1177	958	4329	0.0	1042
sp|P29555|ABDA_DROME	lcl|NW_026925269.1_cds_XP_062606713.1_14422	84.848	66	10	0	403	468	526	723	2.20e-31	124
sp|P29598|UROK_RAT	lcl|NW_026936019.1_cds_XP_062582860.1_43811	36.923	260	147	6	168	424	2044	2781	6.38e-43	162
sp|P29742|CLH_DROME	lcl|NW_026936751.1_cds_XP_062584845.1_45602	80.631	1647	318	1	1	1647	1	4938	0.0	2692
sp|P30121|TIMP2_RAT	lcl|NW_026928637.1_cds_XP_062616556.1_23272	25.773	194	121	5	27	203	58	621	5.95e-19	83.6
sp|P30153|2AAA_HUMAN	lcl|NW_026940281.1_cds_XP_062593568.1_53472	80.993	584	110	1	1	583	1	1752	0.0	982
sp|P30189|TOP1_DROME	lcl|NW_026936117.1_cds_XP_062583013.1_43945	65.823	553	173	3	436	972	1099	2757	0.0	707
sp|P30276|CCNB2_MOUSE	lcl|NW_026923241.1_cds_XP_062601903.1_10075	48.571	385	176	6	26	392	121	1263	4.01e-119	353
sp|P30277|CCNB1_RAT	lcl|NW_026923241.1_cds_XP_062601903.1_10075	53.974	302	129	3	117	417	382	1260	1.15e-106	322
sp|P30305|MPIP2_HUMAN	lcl|NW_026927245.1_cds_XP_062612051.1_19236	40.816	343	177	9	246	571	826	1827	5.21e-72	243
sp|P30306|MPIP2_MOUSE	lcl|NW_026927245.1_cds_XP_062612051.1_19236	42.025	326	163	9	260	567	874	1827	5.27e-73	246
sp|P30307|MPIP3_HUMAN	lcl|NW_026927245.1_cds_XP_062612051.1_19236	48.058	206	105	1	258	461	1210	1827	5.76e-58	202
sp|P30530|UFO_HUMAN	lcl|NW_026931760.1_cds_XP_062571414.1_33449	49.818	275	126	6	527	799	1738	2532	3.12e-77	270
sp|P30680|SSR2_RAT	lcl|NW_026929332.1_cds_XP_062618895.1_25383	43.116	276	155	2	50	323	166	993	3.74e-80	252
sp|P30681|HMGB2_MOUSE	lcl|NW_026930996.1_cds_XP_062568831.1_31092	51.176	170	76	3	1	166	1	501	7.29e-50	162
sp|P30730|LSHR_MOUSE	lcl|NW_026933727.1_cds_XP_062577321.1_38807	55.161	310	139	0	343	652	1312	2241	4.00e-116	373
sp|P30872|SSR1_HUMAN	lcl|NW_026929332.1_cds_XP_062618895.1_25383	42.157	306	161	5	44	336	91	999	6.28e-73	234
sp|P30873|SSR1_MOUSE	lcl|NW_026929332.1_cds_XP_062618895.1_25383	42.157	306	161	5	44	336	91	999	3.13e-73	235
sp|P30874|SSR2_HUMAN	lcl|NW_026929332.1_cds_XP_062618895.1_25383	43.116	276	155	2	50	323	166	993	2.71e-81	255
sp|P30875|SSR2_MOUSE	lcl|NW_026929332.1_cds_XP_062618895.1_25383	43.116	276	155	2	50	323	166	993	5.82e-80	251
sp|P30904|MIF_RAT	lcl|NW_026930517.1_cds_XP_062566537.1_29030	33.913	115	74	1	1	115	1	339	2.53e-21	82.8
sp|P30935|SSR3_MOUSE	lcl|NW_026929332.1_cds_XP_062618895.1_25383	36.131	274	155	6	67	333	211	993	7.38e-29	118
sp|P30936|SSR3_RAT	lcl|NW_026929332.1_cds_XP_062618895.1_25383	36.131	274	155	6	67	333	211	993	6.50e-29	118
sp|P31007|DLG1_DROME	lcl|NW_026932110.1_cds_XP_062572539.1_34480	59.050	779	238	9	206	970	436	2571	0.0	824
sp|P31009|RS2_DROME	lcl|NW_026928957.1_cds_XP_062617769.1_24373	85.398	226	33	0	37	262	136	813	8.47e-132	375
sp|P31044|PEBP1_RAT	lcl|NW_026933175.1_cds_XP_062575572.1_37230	33.566	143	87	6	38	177	496	909	1.73e-14	71.6
sp|P31258|HXA11_CHICK	lcl|NW_026928365.1_cds_XP_062615661.1_22480	58.333	60	25	0	226	285	361	540	1.86e-18	82.8
sp|P31260|HXA10_HUMAN	lcl|NW_026940502.1_cds_XP_062594035.1_53895	57.534	73	28	1	337	409	553	762	2.71e-22	96.7
sp|P31269|HXA9_HUMAN	lcl|NW_026940502.1_cds_XP_062594035.1_53895	68.852	61	19	0	206	266	550	732	5.46e-22	93.2
sp|P31270|HXA11_HUMAN	lcl|NW_026928365.1_cds_XP_062615661.1_22480	58.333	60	25	0	242	301	361	540	1.64e-18	83.2
sp|P31310|HXA10_MOUSE	lcl|NW_026940502.1_cds_XP_062594035.1_53895	57.534	73	28	1	343	415	553	762	1.56e-22	97.4
sp|P31311|HXA11_MOUSE	lcl|NW_026928365.1_cds_XP_062615661.1_22480	58.333	60	25	0	242	301	361	540	1.56e-18	83.2
sp|P31689|DNJA1_HUMAN	lcl|NW_026930578.1_cds_XP_062566848.1_29312	64.198	405	134	3	1	396	1	1209	9.60e-157	448
sp|P31749|AKT1_HUMAN	lcl|NW_026925899.1_cds_XP_062608116.1_15698	63.730	488	142	5	4	477	19	1419	0.0	624
sp|P31750|AKT1_MOUSE	lcl|NW_026925899.1_cds_XP_062608116.1_15698	63.730	488	142	5	4	477	19	1419	0.0	625
sp|P32019|I5P2_HUMAN	lcl|NW_026928295.1_cds_XP_062615383.1_22231	48.311	681	336	4	324	991	847	2880	0.0	670
sp|P32183|FOXA3_RAT	lcl|NW_026937804.1_cds_XP_062587230.1_47767	50.215	233	91	4	109	326	439	1107	8.19e-66	214
sp|P32215|PACR_RAT	lcl|NW_026924125.1_cds_XP_062604013.1_11969	32.383	491	217	13	38	499	148	1362	1.66e-68	230
sp|P32745|SSR3_HUMAN	lcl|NW_026929332.1_cds_XP_062618895.1_25383	36.503	326	196	4	7	324	25	993	1.97e-32	127
sp|P32866|GPRK2_DROME	lcl|NW_026919315.1_cds_XP_062566993.1_2930	68.765	429	127	4	261	687	406	1677	0.0	582
sp|P32871|PK3CA_BOVIN	lcl|NW_026935991.1_cds_XP_062582705.1_43657	54.041	1064	467	11	5	1063	34	3174	0.0	1166
sp|P33431|SODC_CAVPO	lcl|NW_026937846.1_cds_XP_062587334.1_47859	68.212	151	47	1	4	153	16	468	1.20e-69	208
sp|P33434|MMP2_MOUSE	lcl|NW_026938807.1_cds_XP_062589858.1_50139	35.294	306	171	10	379	662	730	1632	6.20e-50	184
sp|P33436|MMP2_RAT	lcl|NW_026938807.1_cds_XP_062589858.1_50139	35.621	306	170	10	379	662	730	1632	1.11e-49	184
sp|P33568|RB_RAT	lcl|NW_026931975.1_cds_XP_062572193.1_34179	35.366	902	468	26	53	911	103	2592	1.21e-143	449
sp|P33981|TTK_HUMAN	lcl|NW_026930547.1_cds_XP_062566673.1_29152	48.611	288	136	5	516	792	1516	2376	3.27e-84	287
sp|P34021|ECR_DROME	lcl|NW_026932961.1_cds_XP_062574817.1_36557	41.565	409	219	9	250	650	196	1386	3.26e-85	281
sp|P34158|CFTR_RAT	lcl|NW_026926023.1_cds_XP_062608622.1_16158	26.640	1509	907	30	2	1431	631	4794	2.29e-137	463
sp|P34183|SYH_CAEEL	lcl|NW_026926059.1_cds_XP_062608762.1_16232	52.976	504	204	9	30	521	76	1524	1.38e-170	492
sp|P34331|PLK1_CAEEL	lcl|NW_026927400.1_cds_XP_062612626.1_19755	52.941	612	250	10	14	607	7	1782	0.0	640
sp|P34540|KINH_CAEEL	lcl|NW_026941560.1_cds_XP_062596591.1_56215	62.172	534	189	3	5	536	7	1575	0.0	621
sp|P34545|CBP1_CAEEL	lcl|NW_026931943.1_cds_XP_062572084.1_34088	49.485	582	278	6	771	1346	2695	4410	6.46e-179	602
sp|P34556|CDK1_CAEEL	lcl|NW_026927640.1_cds_XP_062613312.1_20375	66.881	311	95	2	14	324	22	930	1.36e-156	441
sp|P34689|GLH1_CAEEL	lcl|NW_026934326.1_cds_XP_062578569.1_39938	42.353	595	271	13	185	761	565	2187	3.65e-134	416
sp|P34708|TRA1_CAEEL	lcl|NW_026921190.1_cds_XP_062597988.1_6564	57.865	178	71	2	207	383	700	1224	2.02e-58	221
sp|P34739|TTF2_DROME	lcl|NW_026936398.1_cds_XP_062583721.1_44603	37.539	642	310	11	368	974	1597	3354	9.77e-115	382
sp|P34808|KTNA1_CAEEL	lcl|NW_026932623.1_cds_XP_062573773.1_35609	50.855	234	102	4	193	415	412	1107	9.48e-68	223
sp|P34821|BMP8A_MOUSE	lcl|NW_026927307.1_cds_XP_062612237.1_19416	35.277	343	201	6	75	399	223	1242	2.63e-62	207
sp|P35071|CFTR_BOVIN	lcl|NW_026927468.1_cds_XP_062612835.1_19946	35.835	653	376	4	4	643	31	1899	4.47e-124	424
sp|P35222|CTNB1_HUMAN	lcl|NW_026930219.1_cds_XP_062621712.1_27900	70.416	818	203	14	1	781	46	2493	0.0	1087
sp|P35378|FSHR_MOUSE	lcl|NW_026933727.1_cds_XP_062577321.1_38807	53.982	339	150	3	336	669	1285	2298	2.35e-101	333
sp|P35527|K1C9_HUMAN	lcl|NW_026920136.1_cds_XP_062582019.1_4219	22.951	366	238	6	153	474	133	1230	1.28e-11	68.6
sp|P35584|FOXA3_MOUSE	lcl|NW_026937804.1_cds_XP_062587230.1_47767	83.929	112	18	0	109	220	439	774	9.66e-65	212
sp|P35739|NTRK1_RAT	lcl|NW_026934319.1_cds_XP_062578541.1_39923	55.696	316	130	4	493	799	1579	2523	2.20e-111	360
sp|P35761|TTK_MOUSE	lcl|NW_026930547.1_cds_XP_062566673.1_29152	50.347	288	131	5	515	791	1516	2376	2.58e-87	295
sp|P35875|PARP_DROME	lcl|NW_026929623.1_cds_XP_062619939.1_26288	45.635	1008	507	13	2	994	7	2952	0.0	839
sp|P36873|PP1G_HUMAN	lcl|NW_026927209.1_cds_XP_062611911.1_19115	92.966	327	18	1	1	322	1	981	0.0	628
sp|P36877|2ABB_RAT	lcl|NW_026920041.1_cds_XP_062580063.1_4034	81.710	421	77	0	21	441	70	1332	0.0	711
sp|P36897|TGFR1_HUMAN	lcl|NW_026932065.1_cds_XP_062572439.1_34389	58.483	501	170	14	35	503	70	1554	0.0	567
sp|P36898|BMR1B_MOUSE	lcl|NW_026928978.1_cds_XP_062617900.1_24486	51.775	479	214	8	30	494	151	1578	2.42e-175	505
sp|P36968|GPX4_PIG	lcl|NW_026941031.1_cds_XP_062595629.1_55347	58.152	184	73	3	15	196	61	606	1.44e-73	221
sp|P36969|GPX4_HUMAN	lcl|NW_026941031.1_cds_XP_062595629.1_55347	62.791	172	60	3	28	197	100	609	9.52e-73	219
sp|P36970|GPX4_RAT	lcl|NW_026941031.1_cds_XP_062595629.1_55347	56.522	184	76	3	15	196	61	606	2.23e-72	218
sp|P37172|ACVR1_MOUSE	lcl|NW_026932975.1_cds_XP_062574896.1_36636	54.582	491	190	11	33	500	31	1473	7.65e-169	487
sp|P37276|DYHC_DROME	lcl|NW_026927398.1_cds_XP_062612598.1_19728	70.930	4589	1280	28	83	4635	25	13737	0.0	6748
sp|P38444|AVR2A_RAT	lcl|NW_026923852.1_cds_XP_062603337.1_11366	47.379	496	232	10	10	484	25	1488	5.28e-147	432
sp|P38532|HSF1_MOUSE	lcl|NW_026931030.1_cds_XP_062569024.1_31279	39.514	453	186	13	11	415	4	1242	4.95e-84	270
sp|P38533|HSF2_MOUSE	lcl|NW_026931030.1_cds_XP_062569025.1_31281	48.858	219	97	4	4	209	7	657	1.65e-63	216
sp|P38650|DYHC1_RAT	lcl|NW_026927398.1_cds_XP_062612598.1_19728	72.833	4568	1207	19	99	4644	73	13740	0.0	7008
sp|P39052|DYN2_RAT	lcl|NW_026937285.1_cds_XP_062586058.1_46701	68.221	815	248	4	2	815	7	2421	0.0	1075
sp|P39745|MPK1_CAEEL	lcl|NW_026921546.1_cds_XP_062598845.1_7332	80.057	351	67	1	69	419	1	1044	0.0	593
sp|P39768|OPA_DROME	lcl|NW_026936410.1_cds_XP_062583800.1_44668	78.723	188	28	3	191	378	520	1047	3.51e-98	308
sp|P39769|PHP_DROME	lcl|NW_026939565.1_cds_XP_062591706.1_51825	51.111	90	44	0	1486	1575	2467	2736	3.86e-18	92.4
sp|P40423|SQH_DROME	lcl|NW_026931770.1_cds_XP_062571441.1_33479	80.000	150	30	0	22	171	58	507	8.18e-87	253
sp|P40692|MLH1_HUMAN	lcl|NW_026924322.1_cds_XP_062604423.1_12331	62.312	666	192	6	1	663	1	1830	0.0	810
sp|P40792|RAC1_DROME	lcl|NW_026930652.1_cds_XP_062567209.1_29627	86.772	189	25	0	1	189	1	567	7.68e-124	352
sp|P40793|CDC42_DROME	lcl|NW_026939565.1_cds_XP_062591704.1_51829	92.670	191	14	0	1	191	1	573	1.13e-125	352
sp|P40809|RG84C_DROME	lcl|NW_026933753.1_cds_XP_062577403.1_38888	36.429	280	163	6	70	336	889	1722	2.87e-48	174
sp|P40879|S26A3_HUMAN	lcl|NW_026927278.1_cds_XP_062612141.1_19316	33.198	741	453	13	15	718	91	2298	7.25e-104	337
sp|P40946|ARF6_DROME	lcl|NW_026921081.1_cds_XP_062597723.1_6328	94.253	174	10	0	1	174	1	522	3.22e-123	345
sp|P41161|ETV5_HUMAN	lcl|NW_026922868.1_cds_XP_062601001.1_9254	47.003	317	113	13	197	477	523	1416	2.58e-67	227
sp|P41182|BCL6_HUMAN	lcl|NW_026937116.1_cds_XP_062585750.1_46427	45.882	170	90	2	515	683	538	1044	1.47e-47	173
sp|P41183|BCL6_MOUSE	lcl|NW_026937116.1_cds_XP_062585750.1_46427	45.882	170	90	2	516	684	538	1044	1.87e-47	172
sp|P41208|CETN2_HUMAN	lcl|NW_026935351.1_cds_XP_062580610.1_41779	79.070	172	36	0	1	172	1	516	9.07e-79	232
sp|P41212|ETV6_HUMAN	lcl|NW_026935190.1_cds_XP_062580208.1_41425	46.617	133	68	2	312	442	673	1068	4.97e-33	131
sp|P41220|RGS2_HUMAN	lcl|NW_026928013.1_cds_XP_062614432.1_21377	48.855	131	67	0	68	198	700	1092	6.02e-42	146
sp|P41263|RET4_CHICK	lcl|NW_026923836.1_cds_XP_062603237.1_11282	29.341	167	101	6	24	184	76	543	1.33e-13	67.8
sp|P41515|TOP2A_CRIGR	lcl|NW_026938868.1_cds_XP_062589960.1_50282	70.999	1131	326	2	25	1154	145	3534	0.0	1653
sp|P41516|TOP2A_RAT	lcl|NW_026938868.1_cds_XP_062589960.1_50282	70.661	1135	327	3	25	1157	145	3537	0.0	1660
sp|P41586|PACR_HUMAN	lcl|NW_026924125.1_cds_XP_062604013.1_11969	35.730	445	220	11	34	444	124	1362	2.25e-72	238
sp|P41828|NHR23_CAEEL	lcl|NW_026922636.1_cds_XP_062600494.1_8799	38.375	443	239	12	157	586	103	1368	8.02e-79	257
sp|P41934|HM18_CAEEL	lcl|NW_026932259.1_cds_XP_062572773.1_34693	44.560	193	79	1	290	482	679	1173	5.76e-52	186
sp|P42003|MAD_DROME	lcl|NW_026927382.1_cds_XP_062612540.1_19676	73.474	475	86	4	11	455	4	1398	0.0	663
sp|P42208|SEPT2_MOUSE	lcl|NW_026933671.1_cds_XP_062577007.1_38533	71.687	332	86	2	6	329	913	1908	3.13e-172	496
sp|P42209|SEPT1_MOUSE	lcl|NW_026933671.1_cds_XP_062577008.1_38529	54.857	350	148	3	5	348	163	1200	1.69e-124	365
sp|P42271|TBG2_DROME	lcl|NW_026931478.1_cds_XP_062570677.1_32780	75.930	457	109	1	1	457	1	1368	0.0	730
sp|P42282|TTKA_DROME	lcl|NW_026936964.1_cds_XP_062585266.1_45988	40.000	105	61	2	14	116	28	342	1.06e-11	65.5
sp|P42283|LOLA1_DROME	lcl|NW_026936964.1_cds_XP_062585266.1_45988	30.252	119	78	2	1	117	1	348	4.04e-12	67.0
sp|P42284|LOLA2_DROME	lcl|NW_026936964.1_cds_XP_062585266.1_45988	30.252	119	78	2	1	117	1	348	1.41e-11	64.7
sp|P42336|PK3CA_HUMAN	lcl|NW_026935991.1_cds_XP_062582711.1_43663	53.947	1064	468	11	5	1063	7	3147	0.0	1165
sp|P42337|PK3CA_MOUSE	lcl|NW_026935991.1_cds_XP_062582705.1_43657	54.323	1064	464	11	5	1063	34	3174	0.0	1170
sp|P42345|MTOR_HUMAN	lcl|NW_026932035.1_cds_XP_062572359.1_34304	61.491	1797	650	14	21	1810	22	5307	0.0	2013
sp|P42346|MTOR_RAT	lcl|NW_026932035.1_cds_XP_062572359.1_34304	61.603	1797	648	14	21	1810	22	5307	0.0	2016
sp|P42859|HD_MOUSE	lcl|NW_026930623.1_cds_XP_062567060.1_29516	40.183	2725	1398	55	520	3114	1165	9033	0.0	1756
sp|P43021|NODAL_MOUSE	lcl|NW_026927657.1_cds_XP_062613353.1_20416	35.507	138	83	1	222	353	568	981	5.42e-25	104
sp|P43034|LIS1_HUMAN	lcl|NW_026928871.1_cds_XP_062617275.1_23922	74.878	410	101	1	1	410	1	1224	0.0	672
sp|P43246|MSH2_HUMAN	lcl|NW_026928156.1_cds_XP_062614834.1_21742	59.563	915	358	6	18	929	22	2739	0.0	1084
sp|P43247|MSH2_MOUSE	lcl|NW_026928156.1_cds_XP_062614834.1_21742	58.952	916	366	6	16	929	16	2739	0.0	1093
sp|P43332|SNRPA_DROME	lcl|NW_026930969.1_cds_XP_062568606.1_30883	80.612	98	19	0	1	98	1	294	1.11e-40	139
sp|P43481|KIT_BOVIN	lcl|NW_026940031.1_cds_XP_062593157.1_53112	38.983	354	157	5	577	930	925	1809	1.25e-75	263
sp|P45594|CADF_DROME	lcl|NW_026918180.1_cds_XP_062597441.1_582	33.803	142	86	3	2	141	28	435	7.67e-22	86.3
sp|P45975|SUV39_DROME	lcl|NW_026929241.1_cds_XP_062618610.1_25131	37.838	407	216	11	219	603	217	1392	6.41e-70	235
sp|P46100|ATRX_HUMAN	lcl|NW_026940735.1_cds_XP_062594649.1_54480	59.269	383	151	4	1525	1906	3319	4455	3.26e-150	520
sp|P46109|CRKL_HUMAN	lcl|NW_026925751.1_cds_XP_062607904.1_15504	43.448	290	117	3	14	300	37	774	3.31e-74	229
sp|P46150|MOEH_DROME	lcl|NW_026925953.1_cds_XP_062608310.1_15870	60.035	578	219	2	4	578	4	1710	0.0	668
sp|P46152|GATA4_RAT	lcl|NW_026928263.1_cds_XP_062615246.1_22105	82.727	110	19	0	211	320	625	954	4.12e-61	206
sp|P46379|BAG6_HUMAN	lcl|NW_026938868.1_cds_XP_062589986.1_50249	31.806	371	220	8	788	1131	2908	4002	6.11e-38	156
