qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P70696|H2B1A_MOUSE	lcl|NC_035781.1_cds_XP_022318982.1_9819	84.034	119	17	1	11	127	13	369	5.63e-62	186
sp|P78396|CCNA1_HUMAN	lcl|NC_035782.1_cds_XP_022320685.1_19752	44.181	421	205	9	62	462	55	1287	4.28e-90	282
sp|P79386|NR0B1_PIG	lcl|NC_035787.1_cds_XP_022298956.1_45766	28.571	210	131	2	254	463	1354	1926	2.04e-16	83.6
sp|P79734|P53_DANRE	lcl|NC_035784.1_cds_XP_022337621.1_29489	41.391	302	162	8	70	369	604	1470	2.25e-65	221
sp|P80201|ACVR1_RAT	lcl|NC_035782.1_cds_XP_022324126.1_19309	53.469	490	199	8	32	500	22	1467	2.30e-167	484
sp|P80204|TGFR1_RAT	lcl|NC_035782.1_cds_XP_022324495.1_17800	57.916	499	180	12	29	501	64	1548	0.0	561
sp|P81299|CDC14_CAEEL	lcl|NC_035781.1_cds_XP_022314877.1_7448	42.729	447	218	7	11	433	13	1311	1.69e-111	345
sp|P82094|TMF1_HUMAN	lcl|NC_035781.1_cds_XP_022315877.1_9398	48.247	599	298	6	496	1088	2080	3858	4.82e-117	393
sp|P83351|SNA29_CAEEL	lcl|NC_035784.1_cds_XP_022336729.1_32592	29.310	232	138	4	30	242	31	705	2.20e-19	85.9
sp|P83831|RAS1_DROSI	lcl|NC_035780.1_cds_XP_022342731.1_5876	87.117	163	21	0	1	163	1	489	4.17e-94	272
sp|P84243|H33_HUMAN	lcl|NC_035782.1_cds_XP_022323879.1_14445	100.000	136	0	0	1	136	1	408	5.05e-96	273
sp|P84244|H33_MOUSE	lcl|NC_035782.1_cds_XP_022323879.1_14445	100.000	136	0	0	1	136	1	408	5.05e-96	273
sp|P84245|H33_RAT	lcl|NC_035782.1_cds_XP_022323879.1_14445	100.000	136	0	0	1	136	1	408	5.05e-96	273
sp|P86048|RL10L_MOUSE	lcl|NC_035781.1_cds_XP_022316272.1_12030	79.904	209	42	0	1	209	1	627	1.31e-125	355
sp|P86049|RBM46_MOUSE	lcl|NC_035785.1_cds_XP_022288553.1_39933	53.183	487	184	8	17	467	52	1488	6.68e-160	468
sp|P90838|RTCB_CAEEL	lcl|NC_035787.1_cds_XP_022297162.1_46112	74.553	503	128	0	3	505	10	1518	0.0	803
sp|P90978|U2AF2_CAEEL	lcl|NC_035781.1_cds_XP_022313761.1_11683	62.903	372	124	5	136	496	232	1338	1.36e-155	451
sp|P91001|CSN5_CAEEL	lcl|NC_035781.1_cds_XP_022317390.1_6688	59.748	318	118	3	15	322	22	975	3.47e-140	402
sp|P91420|GLC7D_CAEEL	lcl|NC_035783.1_cds_XP_022333773.1_22035	54.849	299	132	2	5	301	19	912	1.08e-116	340
sp|P91682|SMO_DROME	lcl|NC_035780.1_cds_XP_022302546.1_4849	37.811	603	335	15	96	671	112	1881	2.82e-134	420
sp|P91926|AP2A_DROME	lcl|NC_035780.1_cds_XP_022338663.1_4394	70.115	957	263	6	1	940	1	2853	0.0	1322
sp|P92177|1433E_DROME	lcl|NC_035784.1_cds_XP_022344888.1_27391	77.692	260	53	1	1	260	1	765	4.98e-150	420
sp|P92199|ROCK_CAEEL	lcl|NC_035781.1_cds_XP_022315787.1_7921	45.484	620	310	10	6	613	43	1854	1.44e-172	546
sp|P92208|JNK_DROME	lcl|NC_035781.1_cds_XP_022318854.1_6295	81.421	366	68	0	3	368	10	1107	0.0	643
sp|P97360|ETV6_MOUSE	lcl|NC_035780.1_cds_XP_022340147.1_5329	30.479	397	205	11	51	438	82	1086	5.94e-45	165
sp|P97454|SMAD5_MOUSE	lcl|NC_035782.1_cds_XP_022324348.1_19981	86.026	229	23	2	239	465	703	1368	2.04e-138	406
sp|P97471|SMAD4_MOUSE	lcl|NC_035789.1_cds_XP_022311792.1_58774	63.979	583	153	9	6	549	1	1695	0.0	635
sp|P97473|TRBP2_MOUSE	lcl|NC_035788.1_cds_XP_022307308.1_55051	36.486	222	117	3	158	361	313	960	4.02e-30	119
sp|P97477|AURKA_MOUSE	lcl|NC_035784.1_cds_XP_022344471.1_28254	68.276	290	86	1	92	381	46	897	2.35e-153	436
sp|P97588|SMAD1_RAT	lcl|NC_035788.1_cds_XP_022306394.1_52532	56.092	476	137	10	3	468	1	1242	1.75e-157	454
sp|P97607|JAG2_RAT	lcl|NC_035783.1_cds_XP_022332849.1_25012	47.879	1155	547	16	1	1124	121	3513	0.0	1020
sp|P97679|MLH1_RAT	lcl|NC_035788.1_cds_XP_022306545.1_57147	57.256	758	261	8	1	757	1	2088	0.0	868
sp|P97698|SMO_RAT	lcl|NC_035780.1_cds_XP_022302546.1_4849	48.415	568	267	16	82	637	124	1785	0.0	536
sp|P97812|IHH_MOUSE	lcl|NC_035780.1_cds_XP_022338500.1_3194	50.140	357	171	3	46	396	130	1197	1.68e-125	370
sp|P97857|ATS1_MOUSE	lcl|NC_035787.1_cds_XP_022299765.1_46629	41.867	707	380	12	250	941	811	2883	3.58e-169	538
sp|P97929|BRCA2_MOUSE	lcl|NC_035783.1_cds_XP_022332208.1_20476	37.139	692	391	14	2404	3071	6502	8517	2.26e-103	375
sp|P98065|TSG6_RABIT	lcl|NC_035780.1_cds_XP_022317433.1_1876	38.596	114	70	0	133	246	2401	2742	8.85e-22	96.7
sp|P98066|TSG6_HUMAN	lcl|NC_035780.1_cds_XP_022317433.1_1876	40.000	120	70	2	128	247	3760	4113	3.24e-22	97.8
sp|Q00175|PRGR_MOUSE	lcl|NC_035783.1_cds_XP_022331059.1_23592	31.544	298	186	7	556	846	1174	2034	1.20e-38	156
sp|Q00449|MDR49_DROME	lcl|NC_035788.1_cds_XP_022306675.1_56880	42.481	645	356	4	10	652	160	2055	1.15e-159	516
sp|Q00536|CDK16_HUMAN	lcl|NC_035787.1_cds_XP_022298548.1_50060	61.584	505	145	5	4	486	4	1437	0.0	555
sp|Q00552|CFTR_CAVPO	lcl|NC_035788.1_cds_XP_022310236.1_57772	26.365	1502	923	21	2	1436	613	4770	4.57e-152	504
sp|Q00553|CFTR_MACMU	lcl|NC_035788.1_cds_XP_022310236.1_57772	27.031	1502	913	30	2	1436	613	4770	6.32e-154	510
sp|Q00554|CFTR_RABIT	lcl|NC_035788.1_cds_XP_022310236.1_57772	26.684	1499	922	25	2	1436	613	4770	3.53e-149	497
sp|Q00555|CFTR_SHEEP	lcl|NC_035784.1_cds_XP_022343366.1_34699	35.375	653	379	5	4	643	31	1899	7.06e-118	406
sp|Q00566|MECP2_RAT	lcl|NC_035787.1_cds_XP_022298882.1_50127	52.439	82	36	1	90	168	511	756	4.29e-18	89.0
sp|Q00709|BCL2_CHICK	lcl|NC_035788.1_cds_XP_022305875.1_55637	33.511	188	79	3	10	196	13	441	3.11e-30	112
sp|Q00724|RET4_MOUSE	lcl|NC_035783.1_cds_XP_022334697.1_20800	30.688	189	111	8	17	197	52	582	5.48e-15	71.6
sp|Q00729|H2B1A_RAT	lcl|NC_035781.1_cds_XP_022318982.1_9819	84.034	119	17	1	11	127	13	369	1.03e-61	186
sp|Q00899|TYY1_MOUSE	lcl|NC_035783.1_cds_XP_022329010.1_22458	63.746	331	79	6	84	412	115	990	9.39e-112	333
sp|Q00972|BCKD_RAT	lcl|NC_035784.1_cds_XP_022342329.1_32758	57.754	374	150	2	45	412	121	1236	2.70e-150	433
sp|Q00981|UCHL1_RAT	lcl|NC_035782.1_cds_XP_022328361.1_17820	43.182	220	116	2	5	221	25	666	8.79e-63	196
sp|Q00993|UFO_MOUSE	lcl|NC_035787.1_cds_XP_022296969.1_50134	44.013	309	152	7	521	819	1780	2673	2.44e-69	249
sp|Q00PJ2|CFTR_ATEAB	lcl|NC_035788.1_cds_XP_022309966.1_52945	26.330	1523	899	33	2	1438	613	4770	2.03e-144	483
sp|Q01063|PDE4D_MOUSE	lcl|NC_035781.1_cds_XP_022319241.1_9139	66.154	585	181	7	73	648	145	1875	0.0	776
sp|Q01085|TIAR_HUMAN	lcl|NC_035784.1_cds_XP_022343528.1_33048	53.652	356	140	5	1	332	1	1065	3.94e-117	347
sp|Q01320|TOP2A_MOUSE	lcl|NC_035782.1_cds_XP_022324331.1_18729	68.657	1206	372	5	24	1225	145	3756	0.0	1696
sp|Q01534|TSPY1_HUMAN	lcl|NC_035782.1_cds_XP_022327029.1_17871	35.500	200	121	1	106	297	136	735	6.60e-40	142
sp|Q01608|SPE4_CAEEL	lcl|NC_035783.1_cds_XP_022332244.1_22262	27.439	164	103	5	76	233	463	924	4.29e-13	72.8
sp|Q01705|NOTC1_MOUSE	lcl|NC_035782.1_cds_XP_022322171.1_18144	46.918	2174	1061	29	31	2150	85	6489	0.0	1832
sp|Q01755|TCP11_MOUSE	lcl|NC_035786.1_cds_XP_022291173.1_41713	32.794	433	267	6	127	553	271	1515	2.69e-43	163
sp|Q01820|GCL_DROME	lcl|NC_035781.1_cds_XP_022319047.1_9089	33.636	440	264	6	54	491	247	1488	3.91e-80	265
sp|Q01842|POK_DROME	lcl|NC_035780.1_cds_XP_022340147.1_5329	48.039	102	51	1	385	486	742	1041	1.84e-24	108
sp|Q01954|BNC1_HUMAN	lcl|NC_035783.1_cds_XP_022332488.1_24215	57.459	181	73	4	33	209	13	555	1.42e-58	219
sp|Q01989|MYS9_DROME	lcl|NC_035785.1_cds_XP_022287814.1_37168	55.958	1242	513	12	8	1232	19	3693	0.0	1311
sp|Q02248|CTNB1_MOUSE	lcl|NC_035782.1_cds_XP_022320788.1_14350	69.424	798	189	21	25	781	121	2472	0.0	1010
sp|Q02548|PAX5_HUMAN	lcl|NC_035781.1_cds_XP_022313707.1_6460	85.821	134	19	0	16	149	235	636	5.79e-75	244
sp|Q02645|HTS_DROME	lcl|NC_035785.1_cds_XP_022288985.1_39067	47.109	588	272	8	26	602	97	1776	1.04e-177	544
sp|Q02650|PAX5_MOUSE	lcl|NC_035781.1_cds_XP_022313707.1_6460	85.821	134	19	0	16	149	235	636	5.85e-75	244
sp|Q02748|IF4A_DROME	lcl|NC_035785.1_cds_XP_022288944.1_38710	75.369	406	94	3	4	403	34	1251	0.0	604
sp|Q02936|HH_DROME	lcl|NC_035780.1_cds_XP_022338500.1_3194	46.512	387	192	5	77	459	55	1182	9.71e-107	324
sp|Q03017|CACT_DROME	lcl|NC_035783.1_cds_XP_022334190.1_24807	38.710	217	107	3	222	438	382	954	1.40e-38	145
sp|Q03019|TWINE_DROME	lcl|NC_035784.1_cds_XP_022340486.1_33390	49.074	216	99	4	188	397	1183	1815	3.40e-59	205
sp|Q03060|CREM_HUMAN	lcl|NC_035788.1_cds_XP_022309731.1_57137	47.962	319	115	14	38	342	1	846	9.10e-60	195
sp|Q03061|CREM_RAT	lcl|NC_035788.1_cds_XP_022309731.1_57137	47.812	320	113	15	52	355	1	846	2.75e-55	184
sp|Q03336|RGN_RAT	lcl|NC_035781.1_cds_XP_022317561.1_7058	45.993	287	150	2	17	299	43	900	2.51e-86	261
sp|Q03427|LAMC_DROME	lcl|NC_035783.1_cds_XP_022333815.1_23224	37.500	544	297	7	44	576	127	1662	3.50e-99	315
sp|Q03933|HSF2_HUMAN	lcl|NC_035784.1_cds_XP_022340869.1_28192	43.015	272	125	8	4	257	7	786	1.10e-62	214
sp|Q04652|KELC_DROME	lcl|NC_035781.1_cds_XP_022318258.1_12301	63.102	561	202	2	134	689	64	1746	0.0	688
sp|Q04671|P_HUMAN	lcl|NC_035782.1_cds_XP_022326220.1_18581	53.047	558	241	9	288	838	589	2220	4.16e-145	447
sp|Q04735|CDK16_MOUSE	lcl|NC_035787.1_cds_XP_022298548.1_50060	60.990	505	148	5	4	486	4	1437	0.0	553
sp|Q04771|ACVR1_HUMAN	lcl|NC_035782.1_cds_XP_022324126.1_19309	53.196	485	208	7	32	500	22	1467	8.44e-164	474
sp|Q04827|CCND2_RAT	lcl|NC_035786.1_cds_XP_022292709.1_43163	58.305	295	108	3	1	286	1	867	1.94e-99	294
sp|Q04886|SOX8_MOUSE	lcl|NC_035781.1_cds_XP_022312895.1_7470	54.894	235	92	7	60	289	148	825	6.25e-68	225
sp|Q04887|SOX9_MOUSE	lcl|NC_035781.1_cds_XP_022312895.1_7470	52.830	265	101	9	65	321	139	885	3.11e-66	222
sp|Q04999|INHBB_MOUSE	lcl|NC_035781.1_cds_XP_022313555.1_10402	28.452	239	135	7	197	411	478	1158	1.60e-21	96.7
sp|Q05201|EYA_DROME	lcl|NC_035781.1_cds_XP_022319923.1_6314	65.646	294	94	2	477	766	1057	1929	5.41e-139	425
sp|Q05344|SSRP1_DROME	lcl|NC_035784.1_cds_XP_022345117.1_27496	54.251	494	220	5	1	491	1	1473	0.0	549
sp|Q05516|ZBT16_HUMAN	lcl|NC_035788.1_cds_XP_022308109.1_56015	38.971	272	164	2	385	656	1585	2394	4.33e-61	220
sp|Q05856|RSMB_DROME	lcl|NC_035784.1_cds_XP_022345999.1_30862	70.922	141	41	0	1	141	1	423	4.03e-45	148
sp|Q05AK6|ABH2B_DANRE	lcl|NC_035789.1_cds_XP_022311734.1_60112	47.126	348	184	0	61	408	130	1173	2.16e-113	339
sp|Q05B79|DHX36_BOVIN	lcl|NC_035784.1_cds_XP_022340019.1_30827	47.219	989	455	11	60	993	376	3306	0.0	805
sp|Q05CL8|LARP7_MOUSE	lcl|NC_035781.1_cds_XP_022317266.1_9949	47.368	171	87	2	28	196	61	570	3.37e-48	178
sp|Q06418|TYRO3_HUMAN	lcl|NC_035787.1_cds_XP_022296969.1_50134	43.793	290	148	6	509	796	1780	2610	3.13e-65	237
sp|Q06826|BMP4_RAT	lcl|NC_035783.1_cds_XP_022333696.1_21277	41.266	395	182	9	52	408	121	1269	1.62e-88	275
sp|Q07008|NOTC1_RAT	lcl|NC_035782.1_cds_XP_022322171.1_18144	46.851	2175	1061	29	31	2150	85	6489	0.0	1825
sp|Q07105|GDF9_MOUSE	lcl|NC_035781.1_cds_XP_022319034.1_7119	34.314	102	66	1	340	440	1147	1452	1.11e-15	80.5
sp|Q07113|MPRI_MOUSE	lcl|NC_035785.1_cds_XP_022288412.1_39887	34.419	2394	1354	76	48	2335	142	6993	0.0	1197
sp|Q07231|ZSC21_MOUSE	lcl|NC_035788.1_cds_XP_022303386.1_51478	44.186	301	154	4	263	551	1483	2379	4.54e-69	240
sp|Q07266|DREB_RAT	lcl|NC_035784.1_cds_XP_022345970.1_34895	35.789	190	113	2	3	183	4	573	1.58e-31	131
sp|Q07292|KRAF1_CAEEL	lcl|NC_035787.1_cds_XP_022299465.1_46205	60.825	291	107	4	472	760	1099	1956	2.25e-118	374
sp|Q07327|ROP_DROME	lcl|NC_035782.1_cds_XP_022324463.1_17836	64.013	603	193	6	1	594	1	1764	0.0	788
sp|Q07407|FGFR1_DROME	lcl|NC_035785.1_cds_XP_022288766.1_39153	38.906	640	340	13	96	702	415	2280	1.93e-136	422
sp|Q07436|EXPA_DROME	lcl|NC_035783.1_cds_XP_022332737.1_20929	39.252	107	62	1	45	151	91	402	5.43e-19	95.1
sp|Q07666|KHDR1_HUMAN	lcl|NC_035781.1_cds_XP_022317231.1_6150	47.619	168	85	2	108	275	34	528	4.88e-38	142
sp|Q07812|BAX_HUMAN	lcl|NC_035780.1_cds_XP_022291806.1_1590	36.898	187	105	5	15	191	43	594	2.99e-36	126
sp|Q07813|BAX_MOUSE	lcl|NC_035780.1_cds_XP_022291806.1_1590	37.433	187	104	5	15	191	43	594	1.17e-36	127
sp|Q07817|B2CL1_HUMAN	lcl|NC_035788.1_cds_XP_022305875.1_55637	48.649	111	56	1	86	195	109	441	4.27e-33	119
sp|Q07832|PLK1_MOUSE	lcl|NC_035780.1_cds_XP_022292480.1_2672	64.777	582	190	2	36	603	28	1770	0.0	767
sp|Q07889|SOS1_HUMAN	lcl|NC_035783.1_cds_XP_022330566.1_20576	54.952	1050	450	16	15	1056	31	3135	0.0	1093
sp|Q07970|KN14C_ARATH	lcl|NC_035784.1_cds_XP_022342625.1_28233	46.750	400	173	8	400	780	1582	2718	3.70e-101	335
sp|Q07DV2|CFTR_AOTNA	lcl|NC_035788.1_cds_XP_022310236.1_57772	26.892	1506	910	30	2	1436	613	4770	8.83e-155	512
sp|Q07DW5|CFTR_MUNRE	lcl|NC_035784.1_cds_XP_022343366.1_34699	35.375	653	379	5	4	643	31	1899	9.61e-118	405
sp|Q07DX5|CFTR_NOMLE	lcl|NC_035788.1_cds_XP_022310236.1_57772	27.182	1501	911	29	2	1435	613	4770	4.32e-154	510
sp|Q07DY5|CFTR_COLGU	lcl|NC_035788.1_cds_XP_022310236.1_57772	26.964	1502	914	28	2	1436	613	4770	4.20e-155	513
sp|Q07DZ6|CFTR_ORNAN	lcl|NC_035788.1_cds_XP_022310238.1_57774	26.245	1406	877	24	62	1437	10	3837	2.88e-142	471
sp|Q07E16|CFTR_MUSPF	lcl|NC_035788.1_cds_XP_022310238.1_57774	27.917	1397	867	30	62	1439	10	3837	9.34e-158	513
sp|Q07E42|CFTR_DASNO	lcl|NC_035788.1_cds_XP_022309966.1_52945	26.566	1517	902	32	2	1437	613	4770	2.70e-146	489
sp|Q08012|GRAP_DROME	lcl|NC_035781.1_cds_XP_022316188.1_6636	56.075	214	84	3	1	206	1	636	1.72e-82	245
sp|Q08122|TLE3_MOUSE	lcl|NC_035783.1_cds_XP_022330878.1_20482	85.484	124	16	2	1	124	1	366	3.77e-49	186
sp|Q08156|KIT_CHICK	lcl|NC_035782.1_cds_XP_022322564.1_17611	34.019	535	290	10	411	927	2344	3813	2.83e-82	293
sp|Q08369|GATA4_MOUSE	lcl|NC_035780.1_cds_XP_022324635.1_1507	67.665	167	16	2	200	328	712	1212	2.12e-67	224
sp|Q08473|SQD_DROME	lcl|NC_035781.1_cds_XP_022314814.1_7302	45.455	165	85	1	53	212	166	660	3.23e-45	158
sp|Q08AE8|SPIR1_HUMAN	lcl|NC_035784.1_cds_XP_022340263.1_26852	44.034	352	182	5	36	386	37	1050	6.47e-80	280
sp|Q08BA6|ALKB5_DANRE	lcl|NC_035781.1_cds_XP_022319275.1_8790	71.770	209	59	0	53	261	187	813	3.46e-110	327
sp|Q08J23|NSUN2_HUMAN	lcl|NC_035784.1_cds_XP_022340920.1_29027	48.363	672	316	13	38	702	58	2001	0.0	633
sp|Q09147|FGFR2_DROME	lcl|NC_035785.1_cds_XP_022288766.1_39153	36.567	804	405	24	239	1014	97	2277	9.17e-134	425
sp|Q09232|ORAI_CAEEL	lcl|NC_035784.1_cds_XP_022339625.1_31415	42.162	185	88	4	111	276	130	684	1.03e-22	95.1
sp|Q09249|HRDE1_CAEEL	lcl|NC_035780.1_cds_XP_022322138.1_1880	25.042	591	390	18	398	973	1033	2691	2.48e-37	153
sp|Q09309|RBBP5_CAEEL	lcl|NC_035782.1_cds_XP_022327533.1_19304	40.000	425	232	8	2	420	7	1230	9.03e-88	278
sp|Q09363|SQV8_CAEEL	lcl|NC_035783.1_cds_XP_022332221.1_25988	47.079	291	147	4	57	343	133	996	7.93e-86	264
sp|Q09373|FZY1_CAEEL	lcl|NC_035781.1_cds_XP_022318440.1_10541	29.283	502	297	21	3	498	124	1473	1.23e-52	187
sp|Q09406|A16L2_CAEEL	lcl|NC_035784.1_cds_XP_022335410.1_34262	32.341	504	320	11	38	533	166	1638	7.02e-73	243
sp|Q09437|CD111_CAEEL	lcl|NC_035784.1_cds_XP_022343968.1_31616	57.474	388	150	5	336	714	1219	2364	6.83e-140	431
sp|Q09530|MOG5_CAEEL	lcl|NC_035788.1_cds_XP_022309129.1_56717	66.497	982	291	9	232	1196	796	3678	0.0	1345
sp|Q09967|EGG1_CAEEL	lcl|NC_035782.1_cds_XP_022320666.1_18715	31.422	436	200	18	138	548	10246	11331	2.07e-29	125
sp|Q09994|ANI2_CAEEL	lcl|NC_035784.1_cds_XP_022342124.1_28566	23.562	365	224	15	670	1009	2932	3936	8.17e-12	71.2
sp|Q09YH0|CFTR_SAIBB	lcl|NC_035788.1_cds_XP_022310238.1_57774	27.650	1396	869	27	62	1436	10	3837	3.53e-156	509
sp|Q09YJ4|CFTR_MUNMU	lcl|NC_035784.1_cds_XP_022343366.1_34699	35.375	653	379	5	4	643	31	1899	2.11e-118	407
sp|Q09YK5|CFTR_ATEGE	lcl|NC_035788.1_cds_XP_022310236.1_57772	26.720	1497	923	25	2	1435	613	4770	6.35e-155	513
sp|Q0GGX2|ZN541_MOUSE	lcl|NC_035783.1_cds_XP_022330090.1_20838	60.241	83	33	0	140	222	529	777	2.66e-26	119
sp|Q0KHQ5|TAO_DROME	lcl|NC_035784.1_cds_XP_022341554.1_30131	70.181	332	98	1	1	331	1	996	7.13e-172	527
sp|Q0P557|MIEAP_MOUSE	lcl|NC_035782.1_cds_XP_022324122.1_19075	36.217	497	279	7	1	491	34	1428	1.03e-88	283
sp|Q0V7M7|SKA1_BOVIN	lcl|NC_035783.1_cds_XP_022332317.1_24667	30.769	273	165	4	2	252	7	819	1.59e-36	131
sp|Q0VCZ3|YTHD2_BOVIN	lcl|NC_035780.1_cds_XP_022334037.1_5305	71.717	198	56	0	371	568	916	1509	1.10e-99	313
sp|Q0VFX2|CF157_MOUSE	lcl|NC_035782.1_cds_XP_022325060.1_15212	36.511	493	265	9	27	493	64	1476	9.96e-80	261
sp|Q10653|CCNB1_CAEEL	lcl|NC_035783.1_cds_XP_022334775.1_24771	37.597	258	141	5	80	335	523	1242	2.72e-43	156
sp|Q10654|CCNB3_CAEEL	lcl|NC_035785.1_cds_XP_022286879.1_38810	46.667	270	137	4	97	366	487	1275	7.37e-81	255
sp|Q10664|MEK2_CAEEL	lcl|NC_035783.1_cds_XP_022330270.1_24471	57.558	344	132	3	38	367	127	1158	6.64e-139	403
sp|Q10743|ADA10_RAT	lcl|NC_035789.1_cds_XP_022312620.1_58492	42.766	788	362	24	1	708	1	2337	0.0	538
sp|Q108U0|CFTR_LOXAF	lcl|NC_035788.1_cds_XP_022310236.1_57772	27.545	1503	905	30	2	1437	613	4770	7.59e-153	507
sp|Q10943|ARF12_CAEEL	lcl|NC_035788.1_cds_XP_022305467.1_54808	92.179	179	14	0	1	179	1	537	2.30e-122	343
sp|Q12768|WASC5_HUMAN	lcl|NC_035781.1_cds_XP_022317754.1_7836	68.158	1162	365	4	1	1157	1	3486	0.0	1619
sp|Q12837|PO4F2_HUMAN	lcl|NC_035782.1_cds_XP_022327775.1_19913	66.968	221	68	2	192	407	115	777	9.70e-94	283
sp|Q12866|MERTK_HUMAN	lcl|NC_035787.1_cds_XP_022296969.1_50134	46.400	250	123	4	601	848	1849	2571	1.29e-61	228
sp|Q12948|FOXC1_HUMAN	lcl|NC_035784.1_cds_XP_022346235.1_31980	68.944	161	35	5	13	168	73	525	2.93e-61	211
sp|Q13117|DAZ2_HUMAN	lcl|NC_035788.1_cds_XP_022305710.1_55843	46.512	86	43	1	35	117	79	336	1.45e-20	94.4
sp|Q13162|PRDX4_HUMAN	lcl|NC_035786.1_cds_XP_022294027.1_41487	76.018	221	51	1	51	271	85	741	7.91e-125	356
sp|Q13263|TIF1B_HUMAN	lcl|NC_035780.1_cds_XP_022294678.1_1193	32.364	275	172	3	117	381	244	1056	3.10e-39	158
sp|Q13315|ATM_HUMAN	lcl|NC_035784.1_cds_XP_022341813.1_30766	37.586	2187	1237	44	923	3056	2752	9087	0.0	1368
sp|Q13485|SMAD4_HUMAN	lcl|NC_035789.1_cds_XP_022311792.1_58774	63.979	583	154	9	6	550	1	1695	0.0	638
sp|Q13489|BIRC3_HUMAN	lcl|NC_035785.1_cds_XP_022287997.1_37579	34.672	274	128	6	169	410	745	1509	9.75e-48	178
sp|Q13619|CUL4A_HUMAN	lcl|NC_035784.1_cds_XP_022340992.1_34547	73.093	721	189	2	44	759	259	2421	0.0	1055
sp|Q13635|PTC1_HUMAN	lcl|NC_035781.1_cds_XP_022317481.1_12430	48.208	1172	564	15	46	1193	34	3492	0.0	1011
sp|Q13733|AT1A4_HUMAN	lcl|NC_035782.1_cds_XP_022324237.1_16123	70.221	994	293	3	39	1029	121	3102	0.0	1304
sp|Q13939|CALI_HUMAN	lcl|NC_035782.1_cds_XP_022323816.1_16422	26.234	385	270	7	5	382	133	1266	4.15e-31	128
sp|Q13976|KGP1_HUMAN	lcl|NC_035781.1_cds_XP_022314028.1_11677	70.458	633	177	4	42	671	262	2139	0.0	847
sp|Q14106|TOB2_HUMAN	lcl|NC_035781.1_cds_XP_022317616.1_11618	59.864	147	54	3	1	143	1	438	1.07e-48	169
sp|Q14141|SEPT6_HUMAN	lcl|NC_035782.1_cds_XP_022323604.1_18409	71.392	388	107	1	13	400	166	1317	0.0	535
sp|Q14289|FAK2_HUMAN	lcl|NC_035781.1_cds_XP_022312933.1_6326	44.949	683	338	14	52	704	385	2409	5.25e-179	555
sp|Q14320|FA50A_HUMAN	lcl|NC_035783.1_cds_XP_022332206.1_24023	63.314	338	110	3	1	338	1	972	1.13e-116	342
sp|Q14410|GLPK2_HUMAN	lcl|NC_035782.1_cds_XP_022327675.1_18248	62.648	506	187	2	12	516	16	1530	0.0	647
sp|Q14432|PDE3A_HUMAN	lcl|NC_035786.1_cds_XP_022292193.1_43078	39.726	949	492	23	199	1112	535	3246	2.80e-163	514
sp|Q14435|GALT3_HUMAN	lcl|NC_035788.1_cds_XP_022303329.1_51629	42.080	625	312	16	26	622	61	1869	2.45e-156	465
sp|Q14565|DMC1_HUMAN	lcl|NC_035781.1_cds_XP_022313068.1_11383	86.335	322	44	0	19	340	394	1359	0.0	591
sp|Q14623|IHH_HUMAN	lcl|NC_035780.1_cds_XP_022338500.1_3194	51.009	347	163	3	46	386	130	1167	3.47e-123	363
sp|Q14671|PUM1_HUMAN	lcl|NC_035780.1_cds_XP_022322532.1_2792	68.219	494	137	9	698	1186	1582	3018	0.0	620
sp|Q14997|PSME4_HUMAN	lcl|NC_035783.1_cds_XP_022331234.1_22197	46.667	1845	931	18	29	1843	37	5502	0.0	1572
sp|Q14BI7|TDRD9_MOUSE	lcl|NC_035783.1_cds_XP_022333202.1_24183	40.308	1429	749	25	4	1381	19	4146	0.0	991
sp|Q15003|CND2_HUMAN	lcl|NC_035784.1_cds_XP_022286201.1_34950	34.795	730	400	18	57	740	133	2232	1.09e-99	325
sp|Q15019|SEPT2_HUMAN	lcl|NC_035784.1_cds_XP_022345500.1_27424	74.204	314	75	1	8	315	19	960	2.68e-173	488
sp|Q15067|ACOX1_HUMAN	lcl|NC_035780.1_cds_XP_022336087.1_594	50.378	661	314	5	1	657	1	1953	0.0	667
sp|Q15102|PA1B3_HUMAN	lcl|NC_035782.1_cds_XP_022327724.1_19707	52.736	201	94	1	6	205	4	606	1.22e-77	234
sp|Q15406|NR6A1_HUMAN	lcl|NC_035782.1_cds_XP_022324114.1_12763	28.791	455	249	15	60	451	97	1425	5.83e-44	163
sp|Q15493|RGN_HUMAN	lcl|NC_035781.1_cds_XP_022317561.1_7058	44.186	301	162	3	4	299	1	900	9.73e-88	265
sp|Q15506|SP17_HUMAN	lcl|NC_035782.1_cds_XP_022325729.1_14478	46.207	145	61	4	1	138	1	405	1.21e-28	110
sp|Q15569|TESK1_HUMAN	lcl|NC_035781.1_cds_XP_022317298.1_8098	56.140	285	120	4	39	322	133	975	9.99e-102	323
sp|Q15645|PCH2_HUMAN	lcl|NC_035784.1_cds_XP_022343412.1_27782	63.084	428	155	3	2	429	7	1281	0.0	544
sp|Q15797|SMAD1_HUMAN	lcl|NC_035788.1_cds_XP_022306394.1_52532	56.989	465	147	7	3	465	1	1242	7.94e-159	457
sp|Q15831|STK11_HUMAN	lcl|NC_035781.1_cds_XP_022319475.1_9259	68.438	320	100	1	26	345	118	1074	3.60e-141	411
