qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P97477|AURKA_MOUSE	lcl|NC_086378.1_cds_XP_063439382.1_23547	71.429	266	76	0	115	380	121	918	6.16e-152	433
sp|P97588|SMAD1_RAT	lcl|NC_086386.1_cds_XP_063413315.1_47978	74.530	479	82	7	2	468	19	1371	0.0	594
sp|P97607|JAG2_RAT	lcl|NC_086375.1_cds_XP_063426398.1_11412	46.133	1086	532	15	1	1062	115	3285	0.0	946
sp|P97679|MLH1_RAT	lcl|NC_086374.1_cds_XP_063421128.1_5968	56.707	753	248	8	6	757	25	2052	0.0	854
sp|P97698|SMO_RAT	lcl|NC_086383.1_cds_XP_063406869.1_41023	49.043	575	283	9	68	637	76	1785	0.0	599
sp|P97812|IHH_MOUSE	lcl|NC_086374.1_cds_XP_063423266.1_8485	50.409	367	172	4	43	402	121	1212	4.01e-129	379
sp|P97857|ATS1_MOUSE	lcl|NC_086373.1_cds_XP_063401169.1_3668	36.949	885	514	13	69	937	157	2727	0.0	578
sp|P97929|BRCA2_MOUSE	lcl|NC_086376.1_cds_XP_063432275.1_16737	34.993	723	420	18	2392	3098	7144	9210	6.47e-101	367
sp|P98065|TSG6_RABIT	lcl|NC_086379.1_cds_XP_063445777.1_30037	40.541	111	66	0	135	245	1522	1854	1.23e-21	95.5
sp|P98066|TSG6_HUMAN	lcl|NC_086374.1_cds_XP_063423439.1_8680	40.984	122	71	1	128	248	3100	3465	1.93e-23	101
sp|Q00175|PRGR_MOUSE	lcl|NC_086375.1_cds_XP_063426287.1_11261	29.932	294	193	4	557	846	346	1200	1.01e-40	157
sp|Q00449|MDR49_DROME	lcl|NC_086374.1_cds_XP_063422276.1_7288	42.846	1258	666	14	60	1299	19	3687	0.0	943
sp|Q00536|CDK16_HUMAN	lcl|NC_086373.1_cds_XP_063430450.1_182	70.233	430	117	5	61	486	94	1362	0.0	559
sp|Q00552|CFTR_CAVPO	lcl|NC_086375.1_cds_XP_063428094.1_12839	37.423	652	367	6	4	645	31	1893	3.29e-132	446
sp|Q00553|CFTR_MACMU	lcl|NC_086379.1_cds_XP_063443603.1_27209	26.049	1501	935	29	10	1438	589	4782	6.43e-134	454
sp|Q00554|CFTR_RABIT	lcl|NC_086375.1_cds_XP_063428094.1_12839	35.988	653	374	6	4	644	31	1893	1.74e-128	436
sp|Q00555|CFTR_SHEEP	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.141	653	372	6	4	643	31	1893	6.09e-122	417
sp|Q00566|MECP2_RAT	lcl|NC_086373.1_cds_XP_063436009.1_902	53.165	79	37	0	84	162	460	696	3.50e-19	92.4
sp|Q00709|BCL2_CHICK	lcl|NC_086374.1_cds_XP_063421947.1_6893	41.611	149	82	2	80	228	160	591	6.63e-35	124
sp|Q00724|RET4_MOUSE	lcl|NC_086376.1_cds_XP_063431138.1_17015	28.342	187	118	7	20	196	61	603	1.07e-15	74.3
sp|Q00729|H2B1A_RAT	lcl|NC_086381.1_cds_XP_063399143.1_35115	83.193	119	18	1	11	127	13	369	2.77e-60	182
sp|Q00899|TYY1_MOUSE	lcl|NC_086375.1_cds_XP_063428218.1_13014	84.466	206	25	2	205	410	376	972	3.07e-108	324
sp|Q00972|BCKD_RAT	lcl|NC_086380.1_cds_XP_063396744.1_33048	59.788	378	140	4	44	412	118	1242	3.06e-151	435
sp|Q00981|UCHL1_RAT	lcl|NC_086386.1_cds_XP_063414492.1_47412	42.273	220	114	3	5	221	22	651	4.73e-55	176
sp|Q00993|UFO_MOUSE	lcl|NC_086373.1_cds_XP_063446370.1_2439	44.013	309	152	8	521	819	3286	4179	3.18e-68	249
sp|Q00PJ2|CFTR_ATEAB	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.252	651	375	6	4	644	31	1893	7.15e-126	429
sp|Q01063|PDE4D_MOUSE	lcl|NC_086373.1_cds_XP_063413611.1_5375	65.267	619	186	8	92	687	91	1929	0.0	821
sp|Q01085|TIAR_HUMAN	lcl|NC_086376.1_cds_XP_063435235.1_20298	54.749	358	130	6	1	329	1	1065	1.07e-126	370
sp|Q01320|TOP2A_MOUSE	lcl|NC_086385.1_cds_XP_063412756.1_46522	68.943	1201	365	3	24	1221	133	3720	0.0	1712
sp|Q01534|TSPY1_HUMAN	lcl|NC_086374.1_cds_XP_063424493.1_10004	36.649	191	113	1	106	288	109	681	9.85e-40	141
sp|Q01608|SPE4_CAEEL	lcl|NC_086375.1_cds_XP_063428184.1_12962	26.131	199	128	5	58	251	373	927	2.64e-14	76.3
sp|Q01705|NOTC1_MOUSE	lcl|NC_086374.1_cds_XP_063422552.1_7613	46.700	2182	1052	34	31	2157	91	6468	0.0	1852
sp|Q01755|TCP11_MOUSE	lcl|NC_086382.1_cds_XP_063404958.1_39823	30.303	495	308	10	76	553	82	1506	2.92e-42	160
sp|Q01820|GCL_DROME	lcl|NC_086379.1_cds_XP_063445800.1_30073	35.092	436	259	6	54	487	157	1398	2.64e-83	269
sp|Q01842|POK_DROME	lcl|NC_086381.1_cds_XP_063401386.1_35324	47.423	97	49	1	390	486	460	744	9.89e-25	110
sp|Q01954|BNC1_HUMAN	lcl|NC_086376.1_cds_XP_063434290.1_19151	58.378	185	73	4	33	213	13	567	1.14e-58	219
sp|Q01989|MYS9_DROME	lcl|NC_086382.1_cds_XP_063403298.1_38362	55.761	1241	513	13	8	1234	19	3675	0.0	1321
sp|Q02248|CTNB1_MOUSE	lcl|NC_086385.1_cds_XP_063411020.1_45607	71.199	809	195	13	10	781	67	2490	0.0	1100
sp|Q02548|PAX5_HUMAN	lcl|NC_086379.1_cds_XP_063444572.1_28519	88.189	127	15	0	16	142	304	684	3.04e-75	242
sp|Q02645|HTS_DROME	lcl|NC_086376.1_cds_XP_063433886.1_18661	40.691	666	336	13	26	662	97	2004	3.26e-157	491
sp|Q02650|PAX5_MOUSE	lcl|NC_086379.1_cds_XP_063444572.1_28519	88.189	127	15	0	16	142	304	684	3.20e-75	242
sp|Q02748|IF4A_DROME	lcl|NC_086375.1_cds_XP_063428411.1_13244	77.949	390	86	0	14	403	85	1254	0.0	611
sp|Q02936|HH_DROME	lcl|NC_086374.1_cds_XP_063423266.1_8485	47.956	367	180	5	102	467	133	1203	8.54e-104	316
sp|Q03017|CACT_DROME	lcl|NC_086375.1_cds_XP_063429911.1_14938	35.897	234	138	1	222	455	370	1035	2.59e-39	147
sp|Q03019|TWINE_DROME	lcl|NC_086376.1_cds_XP_063432865.1_17450	48.341	211	97	5	193	397	817	1431	9.96e-57	195
sp|Q03060|CREM_HUMAN	lcl|NC_086374.1_cds_XP_063422760.1_7886	45.066	304	115	14	52	342	40	834	7.50e-46	158
sp|Q03061|CREM_RAT	lcl|NC_086374.1_cds_XP_063422760.1_7886	46.209	277	102	12	90	355	112	834	8.30e-43	150
sp|Q03336|RGN_RAT	lcl|NC_086373.1_cds_XP_063423526.1_1749	48.780	287	142	2	17	299	43	900	5.63e-95	283
sp|Q03410|SYCP1_RAT	lcl|NC_086382.1_cds_XP_063403825.1_39098	34.653	202	132	0	99	300	181	786	4.13e-22	104
sp|Q03427|LAMC_DROME	lcl|NC_086376.1_cds_XP_063434366.1_19256	37.363	546	295	8	44	577	142	1674	1.81e-90	293
sp|Q03933|HSF2_HUMAN	lcl|NC_086378.1_cds_XP_063440734.1_25532	51.220	205	91	3	5	202	46	654	2.23e-64	219
sp|Q04652|KELC_DROME	lcl|NC_086379.1_cds_XP_063444656.1_28628	60.595	571	217	3	124	689	34	1737	0.0	682
sp|Q04671|P_HUMAN	lcl|NC_086386.1_cds_XP_063413301.1_49056	47.470	672	317	13	178	838	364	2304	2.51e-148	456
sp|Q04735|CDK16_MOUSE	lcl|NC_086373.1_cds_XP_063430450.1_182	69.302	430	121	5	61	486	94	1362	0.0	553
sp|Q04771|ACVR1_HUMAN	lcl|NC_086385.1_cds_XP_063412471.1_45638	53.649	507	220	6	17	508	61	1581	3.55e-172	497
sp|Q04827|CCND2_RAT	lcl|NC_086382.1_cds_XP_063404056.1_39398	55.556	297	113	4	1	286	1	867	4.86e-101	298
sp|Q04886|SOX8_MOUSE	lcl|NC_086379.1_cds_XP_063445281.1_29465	73.973	146	31	3	60	204	121	540	6.68e-66	219
sp|Q04887|SOX9_MOUSE	lcl|NC_086379.1_cds_XP_063445281.1_29465	53.640	261	92	7	59	309	94	819	1.43e-68	227
sp|Q04999|INHBB_MOUSE	lcl|NC_086373.1_cds_XP_063404300.1_4085	23.823	361	214	13	74	411	367	1335	1.32e-19	91.7
sp|Q05201|EYA_DROME	lcl|NC_086373.1_cds_XP_063413005.1_5318	69.343	274	79	1	493	766	1084	1890	5.99e-138	422
sp|Q05344|SSRP1_DROME	lcl|NC_086380.1_cds_XP_063396833.1_33222	54.212	463	210	2	1	461	1	1389	2.16e-178	530
sp|Q05516|ZBT16_HUMAN	lcl|NC_086377.1_cds_XP_063437963.1_22364	41.091	275	157	3	385	656	598	1416	1.17e-63	219
sp|Q05856|RSMB_DROME	lcl|NC_086378.1_cds_XP_063440960.1_25925	73.750	80	21	0	2	81	10	249	2.66e-39	133
sp|Q05AK6|ABH2B_DANRE	lcl|NC_086377.1_cds_XP_063438173.1_22718	45.013	371	202	2	37	406	52	1161	1.31e-114	342
sp|Q05B79|DHX36_BOVIN	lcl|NC_086375.1_cds_XP_063428538.1_13399	41.875	960	462	24	97	992	1390	4173	0.0	622
sp|Q05CL8|LARP7_MOUSE	lcl|NC_086379.1_cds_XP_063444374.1_28292	50.000	168	83	1	32	199	82	582	1.99e-53	192
sp|Q06418|TYRO3_HUMAN	lcl|NC_086373.1_cds_XP_063446370.1_2439	45.486	288	143	6	509	793	3286	4116	2.27e-66	243
sp|Q06826|BMP4_RAT	lcl|NC_086375.1_cds_XP_063426695.1_11851	41.953	379	184	9	49	408	127	1212	4.48e-95	291
sp|Q07008|NOTC1_RAT	lcl|NC_086374.1_cds_XP_063422553.1_7611	46.133	2237	1080	36	31	2199	46	6585	0.0	1852
sp|Q07105|GDF9_MOUSE	lcl|NC_086375.1_cds_XP_063426695.1_11851	35.922	103	64	2	340	441	907	1212	1.92e-16	82.0
sp|Q07113|MPRI_MOUSE	lcl|NC_086382.1_cds_XP_063403816.1_39089	34.521	2329	1307	82	48	2271	103	6750	0.0	1160
sp|Q07231|ZSC21_MOUSE	lcl|NC_086377.1_cds_XP_063437957.1_22358	52.239	201	95	1	351	550	388	990	1.20e-64	219
sp|Q07266|DREB_RAT	lcl|NC_086376.1_cds_XP_063432882.1_17470	36.667	180	111	2	3	181	4	537	2.41e-35	142
sp|Q07292|KRAF1_CAEEL	lcl|NC_086373.1_cds_XP_063448055.1_2733	61.059	321	117	5	443	760	1069	2016	7.28e-129	402
sp|Q07327|ROP_DROME	lcl|NC_086374.1_cds_XP_063425080.1_10718	60.697	603	214	5	1	594	1	1767	0.0	754
sp|Q07407|FGFR1_DROME	lcl|NC_086376.1_cds_XP_063434922.1_19907	40.813	615	327	14	114	702	478	2289	1.65e-134	417
sp|Q07436|EXPA_DROME	lcl|NC_086375.1_cds_XP_063426447.1_11475	27.027	370	189	10	45	405	88	981	2.50e-26	119
sp|Q07666|KHDR1_HUMAN	lcl|NC_086373.1_cds_XP_063441598.1_1755	44.693	179	95	3	98	275	49	576	2.48e-44	159
sp|Q07812|BAX_HUMAN	lcl|NC_086381.1_cds_XP_063400375.1_33941	38.728	173	100	3	15	183	73	585	2.53e-35	124
sp|Q07813|BAX_MOUSE	lcl|NC_086381.1_cds_XP_063400375.1_33941	40.462	173	95	4	15	182	73	582	6.50e-36	125
sp|Q07817|B2CL1_HUMAN	lcl|NC_086374.1_cds_XP_063421948.1_6894	51.724	116	55	1	81	195	97	444	6.94e-37	129
sp|Q07832|PLK1_MOUSE	lcl|NC_086381.1_cds_XP_063401652.1_35643	65.060	581	186	5	40	603	40	1782	0.0	767
sp|Q07889|SOS1_HUMAN	lcl|NC_086375.1_cds_XP_063427477.1_12195	54.939	1063	451	15	4	1054	25	3165	0.0	1116
sp|Q07970|KN14C_ARATH	lcl|NC_086381.1_cds_XP_063397950.1_35875	49.512	410	169	7	388	775	1072	2253	8.85e-114	363
sp|Q07DV2|CFTR_AOTNA	lcl|NC_086379.1_cds_XP_063443603.1_27209	26.807	1522	919	40	10	1449	589	4815	5.19e-130	442
sp|Q07DW5|CFTR_MUNRE	lcl|NC_086375.1_cds_XP_063428094.1_12839	35.988	653	373	6	4	643	31	1893	1.33e-121	416
sp|Q07DX5|CFTR_NOMLE	lcl|NC_086379.1_cds_XP_063443603.1_27209	26.197	1504	928	31	10	1437	589	4782	8.42e-132	447
sp|Q07DY5|CFTR_COLGU	lcl|NC_086379.1_cds_XP_063443603.1_27209	25.983	1501	936	29	10	1438	589	4782	4.93e-134	454
sp|Q07DZ6|CFTR_ORNAN	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.907	653	368	6	4	644	31	1893	2.76e-123	421
sp|Q07E16|CFTR_MUSPF	lcl|NC_086379.1_cds_XP_063443603.1_27209	25.997	1504	928	31	10	1438	589	4770	5.07e-135	457
sp|Q07E42|CFTR_DASNO	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.600	653	370	6	4	644	31	1893	6.24e-129	437
sp|Q08012|GRAP_DROME	lcl|NC_086379.1_cds_XP_063446208.1_30520	57.277	213	83	2	1	206	1	636	1.95e-92	270
sp|Q08122|TLE3_MOUSE	lcl|NC_086376.1_cds_XP_063433174.1_17795	67.864	557	137	13	221	772	661	2220	0.0	691
sp|Q08156|KIT_CHICK	lcl|NC_086386.1_cds_XP_063415820.1_47464	40.811	370	167	4	560	926	112	1074	7.29e-85	282
sp|Q08369|GATA4_MOUSE	lcl|NC_086383.1_cds_XP_063407707.1_42315	83.088	136	22	1	203	338	742	1146	2.09e-75	244
sp|Q08473|SQD_DROME	lcl|NC_086379.1_cds_XP_063447104.1_30011	46.341	205	97	2	12	213	46	630	2.10e-54	186
sp|Q08AE8|SPIR1_HUMAN	lcl|NC_086378.1_cds_XP_063439689.1_24002	39.782	367	189	6	38	387	43	1098	9.12e-62	226
sp|Q08BA6|ALKB5_DANRE	lcl|NC_086379.1_cds_XP_063446147.1_30456	69.196	224	66	1	53	276	175	837	1.11e-110	327
sp|Q08J23|NSUN2_HUMAN	lcl|NC_086378.1_cds_XP_063441930.1_23053	43.611	720	383	11	38	748	109	2226	0.0	628
sp|Q09147|FGFR2_DROME	lcl|NC_086376.1_cds_XP_063434922.1_19907	38.897	725	369	19	313	1014	265	2286	1.19e-132	422
sp|Q09232|ORAI_CAEEL	lcl|NC_086380.1_cds_XP_063396757.1_33060	44.505	182	91	4	112	283	55	600	1.30e-22	94.0
sp|Q09249|HRDE1_CAEEL	lcl|NC_086383.1_cds_XP_063406961.1_41178	25.212	591	389	18	398	973	874	2532	7.27e-39	157
sp|Q09309|RBBP5_CAEEL	lcl|NC_086378.1_cds_XP_063441787.1_26956	41.349	341	187	7	2	336	7	1008	1.68e-84	269
sp|Q09363|SQV8_CAEEL	lcl|NC_086375.1_cds_XP_063430614.1_15716	48.148	270	134	3	71	335	154	960	1.27e-84	260
sp|Q09373|FZY1_CAEEL	lcl|NW_026963302.1_cds_XP_063417906.1_51484	29.065	492	288	19	3	487	178	1491	2.81e-52	186
sp|Q09406|A16L2_CAEEL	lcl|NC_086375.1_cds_XP_063428874.1_13785	32.495	477	302	8	63	533	73	1461	1.26e-75	248
sp|Q09437|CD111_CAEEL	lcl|NW_026963315.1_cds_XP_063418485.1_52179	49.495	297	143	3	350	646	109	978	7.35e-97	304
sp|Q09530|MOG5_CAEEL	lcl|NC_086374.1_cds_XP_063422250.1_7264	66.323	971	303	10	234	1196	799	3663	0.0	1327
sp|Q09967|EGG1_CAEEL	lcl|NC_086385.1_cds_XP_063411289.1_46043	34.606	419	214	20	128	521	9148	10299	3.08e-37	149
sp|Q09994|ANI2_CAEEL	lcl|NC_086378.1_cds_XP_063440884.1_25801	23.370	368	224	15	669	1009	2866	3876	1.36e-14	80.1
sp|Q09YH0|CFTR_SAIBB	lcl|NC_086379.1_cds_XP_063443603.1_27209	25.834	1498	942	28	10	1438	589	4782	3.24e-134	454
sp|Q09YJ4|CFTR_MUNMU	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.141	653	372	6	4	643	31	1893	2.69e-122	418
sp|Q09YK5|CFTR_ATEGE	lcl|NC_086375.1_cds_XP_063428094.1_12839	36.086	654	372	7	4	644	31	1893	1.53e-128	436
sp|Q0GGX2|ZN541_MOUSE	lcl|NC_086375.1_cds_XP_063428627.1_13483	49.180	122	59	1	103	221	601	966	1.09e-26	120
sp|Q0KHQ5|TAO_DROME	lcl|NC_086380.1_cds_XP_063396792.1_33144	69.298	342	104	1	1	341	1	1026	2.56e-175	536
sp|Q0P557|MIEAP_MOUSE	lcl|NC_086386.1_cds_XP_063414245.1_48854	37.449	494	279	8	1	491	1	1401	1.26e-91	291
sp|Q0V7M7|SKA1_BOVIN	lcl|NC_086376.1_cds_XP_063434583.1_19512	49.565	115	58	0	138	252	460	804	9.37e-35	126
sp|Q0VCZ3|YTHD2_BOVIN	lcl|NC_086383.1_cds_XP_063406885.1_41059	75.956	183	44	0	386	568	922	1470	8.22e-99	310
sp|Q0VFX2|CF157_MOUSE	lcl|NC_086374.1_cds_XP_063424471.1_9969	36.253	491	274	9	27	493	64	1491	7.15e-66	224
sp|Q10653|CCNB1_CAEEL	lcl|NC_086376.1_cds_XP_063431999.1_16421	37.597	258	145	5	80	337	499	1224	1.13e-44	160
sp|Q10654|CCNB3_CAEEL	lcl|NC_086375.1_cds_XP_063430448.1_15518	42.435	271	149	3	97	367	457	1248	1.16e-73	236
sp|Q10664|MEK2_CAEEL	lcl|NC_086376.1_cds_XP_063434827.1_19801	58.006	331	130	2	41	362	163	1155	1.05e-133	389
sp|Q10743|ADA10_RAT	lcl|NC_086377.1_cds_XP_063438196.1_22760	40.843	759	366	26	25	708	70	2322	1.45e-159	483
sp|Q108U0|CFTR_LOXAF	lcl|NC_086379.1_cds_XP_063443603.1_27209	25.716	1501	941	28	10	1439	589	4782	8.16e-130	442
sp|Q10943|ARF12_CAEEL	lcl|NC_086374.1_cds_XP_063421319.1_6177	92.135	178	14	0	1	178	1	534	2.58e-121	341
sp|Q12768|WASC5_HUMAN	lcl|NC_086373.1_cds_XP_063410450.1_4988	67.581	1166	369	5	1	1159	1	3492	0.0	1607
sp|Q12837|PO4F2_HUMAN	lcl|NC_086386.1_cds_XP_063413211.1_49046	68.750	224	57	5	192	407	100	756	1.64e-93	282
sp|Q12866|MERTK_HUMAN	lcl|NC_086373.1_cds_XP_063446370.1_2439	47.863	234	112	4	616	848	3403	4077	5.37e-60	225
sp|Q12948|FOXC1_HUMAN	lcl|NC_086378.1_cds_XP_063441571.1_26717	65.217	161	44	3	10	168	73	525	6.73e-60	206
sp|Q13117|DAZ2_HUMAN	lcl|NC_086374.1_cds_XP_063421420.1_6290	48.837	86	41	1	35	117	79	336	1.14e-20	95.5
sp|Q13162|PRDX4_HUMAN	lcl|NC_086382.1_cds_XP_063402614.1_37532	74.429	219	54	1	51	269	106	756	5.81e-120	344
sp|Q13263|TIF1B_HUMAN	lcl|NC_086381.1_cds_XP_063401081.1_34845	28.938	273	181	3	113	372	247	1065	7.91e-31	131
sp|Q13315|ATM_HUMAN	lcl|NC_086382.1_cds_XP_063405374.1_40410	39.408	2195	1206	47	923	3056	2767	9162	0.0	1484
sp|Q13485|SMAD4_HUMAN	lcl|NC_086377.1_cds_XP_063437921.1_22294	67.993	553	145	6	7	550	7	1596	0.0	647
sp|Q13489|BIRC3_HUMAN	lcl|NC_086382.1_cds_XP_063404147.1_39519	35.145	276	132	6	169	410	727	1515	4.50e-49	182
sp|Q13619|CUL4A_HUMAN	lcl|NC_086375.1_cds_XP_063428371.1_13203	73.056	720	190	1	44	759	262	2421	0.0	1058
sp|Q13635|PTC1_HUMAN	lcl|NC_086373.1_cds_XP_063415167.1_5562	46.587	1172	583	15	46	1193	37	3495	0.0	961
sp|Q13733|AT1A4_HUMAN	lcl|NC_086378.1_cds_XP_063441799.1_26975	69.688	993	299	2	39	1029	121	3099	0.0	1301
sp|Q13939|CALI_HUMAN	lcl|NC_086386.1_cds_XP_063415048.1_49586	24.879	414	298	7	5	412	109	1329	1.57e-33	136
sp|Q13976|KGP1_HUMAN	lcl|NC_086379.1_cds_XP_063443658.1_27297	70.759	619	173	3	55	671	256	2094	0.0	842
sp|Q14106|TOB2_HUMAN	lcl|NC_086379.1_cds_XP_063443579.1_27172	59.184	147	56	2	1	143	1	441	4.38e-46	162
sp|Q14141|SEPT6_HUMAN	lcl|NC_086386.1_cds_XP_063414229.1_47598	73.969	388	97	1	15	402	145	1296	0.0	536
sp|Q14289|FAK2_HUMAN	lcl|NC_086373.1_cds_XP_063412663.1_5274	47.278	643	316	12	52	682	385	2280	0.0	568
sp|Q14320|FA50A_HUMAN	lcl|NC_086375.1_cds_XP_063427902.1_12606	67.160	338	103	3	1	338	1	990	2.07e-119	348
sp|Q14410|GLPK2_HUMAN	lcl|NC_086378.1_cds_XP_063439809.1_24151	59.163	502	200	3	13	513	19	1512	0.0	625
sp|Q14432|PDE3A_HUMAN	lcl|NC_086382.1_cds_XP_063404966.1_39832	40.107	935	480	22	193	1094	478	3141	5.04e-162	511
sp|Q14435|GALT3_HUMAN	lcl|NC_086374.1_cds_XP_063421385.1_6247	45.351	527	256	15	111	627	382	1896	1.57e-151	452
sp|Q14565|DMC1_HUMAN	lcl|NC_086379.1_cds_XP_063444180.1_28039	84.969	326	49	0	15	340	52	1029	0.0	585
sp|Q14623|IHH_HUMAN	lcl|NC_086374.1_cds_XP_063423266.1_8485	51.576	349	159	4	43	384	121	1158	2.12e-125	369
sp|Q14671|PUM1_HUMAN	lcl|NC_086383.1_cds_XP_063407525.1_42099	68.033	488	138	6	702	1186	1756	3174	0.0	635
sp|Q14997|PSME4_HUMAN	lcl|NC_086375.1_cds_XP_063426776.1_11921	47.097	1843	921	21	29	1843	37	5487	0.0	1585
sp|Q14AT2|TEX11_MOUSE	lcl|NC_086382.1_cds_XP_063403022.1_38008	30.947	866	562	12	55	905	187	2721	1.46e-130	417
sp|Q14BI7|TDRD9_MOUSE	lcl|NC_086375.1_cds_XP_063427926.1_12643	41.267	1437	736	33	4	1381	19	4182	0.0	1008
sp|Q15003|CND2_HUMAN	lcl|NC_086376.1_cds_XP_063433828.1_18577	33.104	728	418	19	40	739	106	2166	1.97e-93	307
sp|Q15019|SEPT2_HUMAN	lcl|NC_086378.1_cds_XP_063439366.1_23529	58.466	313	122	5	13	321	196	1122	3.23e-126	372
sp|Q15067|ACOX1_HUMAN	lcl|NC_086383.1_cds_XP_063406785.1_40877	50.679	663	307	6	1	656	16	1965	0.0	684
sp|Q15102|PA1B3_HUMAN	lcl|NC_086378.1_cds_XP_063440776.1_25611	55.721	201	88	1	6	205	4	606	8.05e-84	250
sp|Q15406|NR6A1_HUMAN	lcl|NC_086382.1_cds_XP_063403827.1_39099	25.290	431	220	14	60	462	52	1122	1.32e-30	123
sp|Q15431|SYCP1_HUMAN	lcl|NC_086382.1_cds_XP_063403825.1_39098	35.149	202	131	0	98	299	181	786	7.37e-21	100
sp|Q15493|RGN_HUMAN	lcl|NC_086373.1_cds_XP_063423526.1_1749	46.844	301	154	3	4	299	1	900	4.30e-91	273
sp|Q15506|SP17_HUMAN	lcl|NC_086378.1_cds_XP_063441380.1_26478	44.526	137	73	2	1	137	1	402	3.11e-30	115
sp|Q15569|TESK1_HUMAN	lcl|NC_086373.1_cds_XP_063401747.1_3738	55.410	305	124	5	39	335	169	1071	6.98e-102	325
sp|Q15645|PCH2_HUMAN	lcl|NC_086378.1_cds_XP_063440255.1_24884	61.072	429	163	3	1	428	1	1278	0.0	550
sp|Q15797|SMAD1_HUMAN	lcl|NC_086386.1_cds_XP_063413315.1_47978	71.753	485	82	6	2	465	19	1371	0.0	598
sp|Q15831|STK11_HUMAN	lcl|NC_086373.1_cds_XP_063413122.1_5331	65.421	321	111	0	25	345	121	1083	4.97e-139	405
sp|Q16181|SEPT7_HUMAN	lcl|NC_086378.1_cds_XP_063439363.1_23522	71.014	414	116	2	22	434	502	1734	0.0	566
sp|Q16531|DDB1_HUMAN	lcl|NW_026963332.1_cds_XP_063419011.1_52632	75.526	1140	278	1	1	1140	1	3417	0.0	1785
sp|Q16635|TAZ_HUMAN	lcl|NC_086373.1_cds_XP_063431825.1_429	50.607	247	122	0	9	255	76	816	6.45e-91	271
sp|Q16836|HCDH_HUMAN	lcl|NC_086379.1_cds_XP_063445801.1_30072	67.708	288	93	0	27	314	64	927	8.41e-143	406
sp|Q17308|TRA1_CAEBR	lcl|NC_086374.1_cds_XP_063423006.1_8156	58.960	173	64	3	221	389	1459	1968	6.57e-57	218
sp|Q17336|CWC22_CAEEL	lcl|NC_086385.1_cds_XP_063411733.1_45891	53.935	521	235	1	156	676	4183	5730	3.01e-177	564
sp|Q17339|GLD1_CAEEL	lcl|NC_086382.1_cds_XP_063402831.1_37811	60.733	191	72	1	146	333	34	606	7.18e-78	248
sp|Q17345|CNOT7_CAEEL	lcl|NC_086386.1_cds_XP_063415441.1_48469	49.612	258	124	3	20	277	22	777	3.39e-87	264
sp|Q17388|FER1_CAEEL	lcl|NC_086376.1_cds_XP_063434919.1_19895	25.000	1524	1000	41	84	1513	586	5010	3.18e-121	428
sp|Q17390|CUL2_CAEEL	lcl|NC_086374.1_cds_XP_063421160.1_6012	41.548	775	417	11	20	791	4	2229	0.0	613
sp|Q17QC0|PGRC1_BOVIN	lcl|NW_026963301.1_cds_XP_063417635.1_51353	54.190	179	74	3	15	188	22	549	1.49e-44	147
sp|Q17QE5|CIB1_BOVIN	lcl|NC_086373.1_cds_XP_063431242.1_346	50.259	193	87	4	1	191	1	558	1.31e-41	139
sp|Q18891|VP33B_CAEEL	lcl|NC_086376.1_cds_XP_063433464.1_18146	28.640	625	372	12	17	605	40	1800	7.55e-75	251
sp|Q19969|IMA3_CAEEL	lcl|NC_086375.1_cds_XP_063430713.1_15844	62.891	512	180	6	5	512	37	1554	0.0	622
sp|Q1ECV4|TTLL3_DANRE	lcl|NC_086373.1_cds_XP_063446269.1_2428	50.000	346	171	2	252	597	1912	2943	2.04e-114	373
sp|Q1HFZ0|NSUN2_MOUSE	lcl|NC_086378.1_cds_XP_063441930.1_23053	43.741	727	383	11	20	737	64	2193	0.0	636
sp|Q1JQA2|SMAD1_BOVIN	lcl|NC_086386.1_cds_XP_063413315.1_47978	71.753	485	82	6	2	465	19	1371	0.0	600
sp|Q1LX78|CFTR_DANRE	lcl|NC_086375.1_cds_XP_063428094.1_12839	35.924	579	350	7	878	1446	2164	3867	8.18e-112	388
sp|Q1LYM3|SPIR1_DANRE	lcl|NC_086378.1_cds_XP_063439689.1_24002	39.459	370	176	11	45	385	76	1128	3.09e-55	207
sp|Q1LZ50|DNM3L_RAT	lcl|NC_086375.1_cds_XP_063429072.1_14004	28.657	335	205	8	67	369	4252	5250	1.99e-34	137
sp|Q1LZ53|DNM3A_RAT	lcl|NC_086375.1_cds_XP_063429072.1_14004	34.810	632	370	15	287	906	3778	5583	1.11e-118	399
sp|Q1RMV9|CNEP1_BOVIN	lcl|NC_086384.1_cds_XP_063410054.1_43447	74.576	236	60	0	7	242	16	723	1.09e-123	352
sp|Q1WG82|ZGLP1_MOUSE	lcl|NC_086373.1_cds_XP_063434169.1_690	42.593	162	73	6	112	253	22	507	2.36e-27	105
sp|Q1XG89|TDR12_BOMMO	lcl|NC_086378.1_cds_XP_063440405.1_25039	26.245	964	639	30	549	1480	1984	4755	4.73e-72	269
