qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P28659|CELF1_MOUSE	lcl|NW_026262626.1_cds_XP_052086695.1_12024	60.000	220	74	4	7	225	25	645	1.76e-92	291
sp|P28661|SEPT4_MOUSE	lcl|NW_026262734.1_cds_XP_052072560.1_45364	59.116	362	140	2	116	477	100	1161	4.50e-157	452
sp|P29121|PCSK4_MOUSE	lcl|NW_026262679.1_cds_XP_052098134.1_22725	55.102	539	231	4	31	562	70	1674	0.0	550
sp|P29310|1433Z_DROME	lcl|NW_026262670.1_cds_XP_052096677.1_21133	69.038	239	66	2	5	235	25	741	3.77e-115	331
sp|P29349|CSW_DROME	lcl|NW_026262593.1_cds_XP_052081608.1_7490	67.427	307	87	4	1	294	1	921	3.60e-138	424
sp|P29374|ARI4A_HUMAN	lcl|NW_026262690.1_cds_XP_052106549.1_31142	42.963	405	201	8	4	401	7	1152	3.29e-76	279
sp|P29474|NOS3_HUMAN	lcl|NW_026262734.1_cds_XP_052073453.1_44240	46.766	1144	565	15	62	1177	928	4311	0.0	963
sp|P29555|ABDA_DROME	lcl|NW_026262668.1_cds_XP_052093322.1_16514	62.745	102	22	1	367	468	466	723	3.26e-31	123
sp|P29598|UROK_RAT	lcl|NW_026262723.1_cds_XP_052071509.1_42753	33.333	273	164	7	158	426	685	1461	2.09e-38	146
sp|P29742|CLH_DROME	lcl|NW_026262734.1_cds_XP_052074389.1_45511	80.832	1659	317	1	1	1659	1	4974	0.0	2709
sp|P30121|TIMP2_RAT	lcl|NW_026262581.1_cds_XP_052092936.1_3607	33.503	197	101	11	27	203	67	627	2.15e-17	79.3
sp|P30153|2AAA_HUMAN	lcl|NW_026262701.1_cds_XP_052060003.1_35497	82.373	590	103	1	1	589	1	1770	0.0	1001
sp|P30189|TOP1_DROME	lcl|NW_026262701.1_cds_XP_052059795.1_35216	64.919	553	178	3	436	972	1333	2991	0.0	705
sp|P30276|CCNB2_MOUSE	lcl|NW_026262679.1_cds_XP_052100880.1_24185	49.351	385	168	8	29	392	127	1263	2.98e-123	364
sp|P30277|CCNB1_RAT	lcl|NW_026262679.1_cds_XP_052100880.1_24185	45.939	394	181	7	41	419	136	1266	4.35e-103	313
sp|P30305|MPIP2_HUMAN	lcl|NW_026262679.1_cds_XP_052099403.1_22623	37.725	334	178	7	268	571	811	1812	7.97e-63	218
sp|P30306|MPIP2_MOUSE	lcl|NW_026262679.1_cds_XP_052099403.1_22623	32.590	583	321	18	45	567	100	1812	1.30e-70	239
sp|P30307|MPIP3_HUMAN	lcl|NW_026262679.1_cds_XP_052099403.1_22623	48.544	206	104	1	258	461	1195	1812	2.13e-59	206
sp|P30530|UFO_HUMAN	lcl|NW_026262581.1_cds_XP_052081744.1_1184	45.139	288	143	6	527	810	3199	4029	3.34e-69	252
sp|P30680|SSR2_RAT	lcl|NW_026262723.1_cds_XP_052069600.1_39881	39.640	333	178	5	50	359	25	1023	1.05e-78	247
sp|P30681|HMGB2_MOUSE	lcl|NW_026262745.1_cds_XP_052077808.1_47891	55.026	189	77	4	1	186	1	552	4.28e-56	177
sp|P30730|LSHR_MOUSE	lcl|NW_026262690.1_cds_XP_052103479.1_29039	36.241	665	306	11	65	656	25	1884	1.21e-134	419
sp|P30872|SSR1_HUMAN	lcl|NW_026262723.1_cds_XP_052071853.1_39877	40.506	316	166	7	39	336	34	969	1.14e-64	213
sp|P30873|SSR1_MOUSE	lcl|NW_026262723.1_cds_XP_052071853.1_39877	40.506	316	166	7	39	336	34	969	8.16e-65	213
sp|P30874|SSR2_HUMAN	lcl|NW_026262723.1_cds_XP_052069600.1_39881	39.940	333	177	5	50	359	25	1023	1.26e-79	249
sp|P30875|SSR2_MOUSE	lcl|NW_026262723.1_cds_XP_052069600.1_39881	39.640	333	178	5	50	359	25	1023	9.34e-79	247
sp|P30904|MIF_RAT	lcl|NW_026262734.1_cds_XP_052073223.1_45237	38.261	115	70	1	1	115	1	342	4.49e-29	102
sp|P30935|SSR3_MOUSE	lcl|NW_026262723.1_cds_XP_052071852.1_39878	35.636	275	158	4	67	333	256	1047	2.96e-26	111
sp|P30936|SSR3_RAT	lcl|NW_026262723.1_cds_XP_052071852.1_39878	35.636	275	158	4	67	333	256	1047	2.35e-26	111
sp|P31007|DLG1_DROME	lcl|NW_026262690.1_cds_XP_052057593.1_28443	59.818	769	244	10	206	970	520	2643	0.0	854
sp|P31009|RS2_DROME	lcl|NW_026262723.1_cds_XP_052069377.1_40647	84.956	226	34	0	37	262	148	825	9.67e-130	370
sp|P31044|PEBP1_RAT	lcl|NW_026262582.1_cds_XP_052080979.1_6604	35.849	106	55	3	53	154	178	468	9.68e-16	72.4
sp|P31258|HXA11_CHICK	lcl|NW_026262693.1_cds_XP_052059232.1_31940	60.345	58	23	0	226	283	517	690	7.98e-18	82.4
sp|P31260|HXA10_HUMAN	lcl|NW_026262668.1_cds_XP_052093319.1_16522	57.534	73	28	1	337	409	556	765	5.86e-22	95.9
sp|P31269|HXA9_HUMAN	lcl|NW_026262668.1_cds_XP_052093319.1_16522	68.852	61	19	0	206	266	553	735	1.05e-21	92.8
sp|P31270|HXA11_HUMAN	lcl|NW_026262693.1_cds_XP_052059232.1_31940	60.345	58	23	0	242	299	517	690	7.49e-18	82.4
sp|P31310|HXA10_MOUSE	lcl|NW_026262668.1_cds_XP_052093319.1_16522	57.534	73	28	1	343	415	556	765	2.81e-22	97.1
sp|P31311|HXA11_MOUSE	lcl|NW_026262693.1_cds_XP_052059232.1_31940	60.345	58	23	0	242	299	517	690	7.35e-18	82.8
sp|P31689|DNJA1_HUMAN	lcl|NW_026262604.1_cds_XP_052083910.1_9505	68.421	399	123	2	1	396	1	1197	1.28e-162	463
sp|P31749|AKT1_HUMAN	lcl|NW_026262675.1_cds_XP_052097827.1_22026	64.780	477	146	6	2	474	16	1392	0.0	637
sp|P31750|AKT1_MOUSE	lcl|NW_026262675.1_cds_XP_052097827.1_22026	64.509	479	148	6	2	476	16	1398	0.0	639
sp|P32019|I5P2_HUMAN	lcl|NW_026262637.1_cds_XP_052089119.1_14331	50.219	685	317	6	324	991	832	2865	0.0	699
sp|P32183|FOXA3_RAT	lcl|NW_026262690.1_cds_XP_052106467.1_31050	85.714	112	16	0	109	220	388	723	3.43e-66	215
sp|P32215|PACR_RAT	lcl|NW_026262668.1_cds_XP_052091707.1_18589	30.064	469	234	11	21	477	103	1263	5.30e-62	212
sp|P32506|PVR_CHLAE	lcl|NW_026262701.1_cds_XP_052060635.1_36011	23.552	259	178	9	85	330	217	972	7.91e-12	68.6
sp|P32745|SSR3_HUMAN	lcl|NW_026262723.1_cds_XP_052071852.1_39878	35.192	287	175	4	66	344	256	1107	1.22e-29	120
sp|P32866|GPRK2_DROME	lcl|NW_026262679.1_cds_XP_052101181.1_24822	72.388	402	105	4	258	658	538	1728	0.0	580
sp|P32871|PK3CA_BOVIN	lcl|NW_026262593.1_cds_XP_052082117.1_8108	52.637	1062	481	10	5	1063	7	3135	0.0	1177
sp|P33431|SODC_CAVPO	lcl|NW_026262637.1_cds_XP_052088584.1_13799	52.318	151	65	4	3	146	70	522	9.68e-45	145
sp|P33434|MMP2_MOUSE	lcl|NW_026262734.1_cds_XP_052075363.1_44507	37.224	317	164	8	379	662	439	1383	1.46e-51	187
sp|P33436|MMP2_RAT	lcl|NW_026262734.1_cds_XP_052075363.1_44507	37.224	317	164	8	379	662	439	1383	5.96e-51	185
sp|P33568|RB_RAT	lcl|NW_026262690.1_cds_XP_052104705.1_28035	35.488	882	468	27	50	884	70	2553	3.70e-144	451
sp|P33981|TTK_HUMAN	lcl|NW_026262637.1_cds_XP_052087983.1_13197	50.530	283	130	4	516	792	1978	2814	1.04e-76	270
sp|P34021|ECR_DROME	lcl|NW_026262668.1_cds_XP_052094533.1_17785	38.462	416	234	7	241	650	199	1398	5.77e-84	278
sp|P34158|CFTR_RAT	lcl|NW_026262690.1_cds_XP_052058308.1_29984	36.098	651	376	6	4	644	31	1893	2.54e-123	421
sp|P34183|SYH_CAEEL	lcl|NW_026262745.1_cds_XP_052078135.1_48283	53.320	512	218	9	15	521	49	1536	1.86e-178	513
sp|P34331|PLK1_CAEEL	lcl|NW_026262712.1_cds_XP_052065059.1_38014	52.066	605	269	9	14	607	7	1791	0.0	629
sp|P34540|KINH_CAEEL	lcl|NW_026262668.1_cds_XP_052091790.1_18664	59.559	544	199	3	9	549	43	1620	0.0	616
sp|P34545|CBP1_CAEEL	lcl|NW_026262745.1_cds_XP_052078641.1_49107	47.826	598	264	7	757	1346	2695	4368	1.55e-174	588
sp|P34556|CDK1_CAEEL	lcl|NW_026262723.1_cds_XP_052071918.1_41919	67.974	306	91	1	19	324	1	897	2.44e-159	448
sp|P34689|GLH1_CAEEL	lcl|NW_026262581.1_cds_XP_052068993.1_2698	37.937	601	311	11	159	748	430	2079	5.65e-131	407
sp|P34708|TRA1_CAEEL	lcl|NW_026262668.1_cds_XP_052091529.1_18369	61.963	163	58	2	210	371	991	1470	1.46e-58	222
sp|P34739|TTF2_DROME	lcl|NW_026262637.1_cds_XP_052088781.1_14000	39.360	719	331	11	391	1061	1837	3822	9.74e-135	440
sp|P34808|KTNA1_CAEEL	lcl|NW_026262679.1_cds_XP_052098163.1_22700	48.000	275	123	7	193	454	841	1644	2.60e-68	229
sp|P34821|BMP8A_MOUSE	lcl|NW_026262615.1_cds_XP_052086249.1_11738	36.735	343	196	6	75	399	235	1254	1.70e-63	210
sp|P35071|CFTR_BOVIN	lcl|NW_026262690.1_cds_XP_052058308.1_29984	35.835	653	374	7	4	643	31	1893	1.27e-127	434
sp|P35222|CTNB1_HUMAN	lcl|NW_026262582.1_cds_XP_052080292.1_6712	70.624	817	201	14	1	781	46	2487	0.0	1098
sp|P35378|FSHR_MOUSE	lcl|NW_026262690.1_cds_XP_052103479.1_29039	49.552	335	169	0	339	673	937	1941	1.89e-98	323
sp|P35527|K1C9_HUMAN	lcl|NW_026262668.1_cds_XP_052093501.1_16696	26.062	353	212	7	153	460	316	1362	8.33e-13	73.2
sp|P35584|FOXA3_MOUSE	lcl|NW_026262690.1_cds_XP_052106467.1_31050	84.821	112	17	0	109	220	388	723	3.24e-65	213
sp|P35739|NTRK1_RAT	lcl|NW_026262679.1_cds_XP_052098768.1_23468	39.815	756	414	16	72	799	25	2253	3.83e-164	495
sp|P35761|TTK_MOUSE	lcl|NW_026262637.1_cds_XP_052087983.1_13197	50.530	283	130	4	515	791	1978	2814	1.87e-80	281
sp|P35875|PARP_DROME	lcl|NW_026262690.1_cds_XP_052104100.1_27459	44.091	1007	523	12	7	994	10	2967	0.0	815
sp|P36873|PP1G_HUMAN	lcl|NW_026262734.1_cds_XP_052073582.1_44233	92.966	327	18	1	1	322	1	981	0.0	630
sp|P36877|2ABB_RAT	lcl|NW_026262679.1_cds_XP_052102567.1_26212	81.905	420	76	0	22	441	73	1332	0.0	714
sp|P36897|TGFR1_HUMAN	lcl|NW_026262582.1_cds_XP_052079115.1_5322	59.109	494	169	10	35	503	73	1530	0.0	565
sp|P36898|BMR1B_MOUSE	lcl|NW_026262723.1_cds_XP_052068713.1_42821	55.144	486	191	9	30	494	82	1521	0.0	531
sp|P36968|GPX4_PIG	lcl|NW_026262581.1_cds_XP_052075962.1_4599	56.021	191	73	4	15	196	13	579	1.61e-68	208
sp|P36969|GPX4_HUMAN	lcl|NW_026262581.1_cds_XP_052075962.1_4599	58.960	173	67	3	27	197	70	582	3.68e-65	200
sp|P36970|GPX4_RAT	lcl|NW_026262581.1_cds_XP_052075962.1_4599	55.080	187	73	4	19	196	25	579	5.81e-66	202
sp|P37172|ACVR1_MOUSE	lcl|NW_026262582.1_cds_XP_052080274.1_6688	53.452	507	221	4	17	508	61	1581	2.52e-179	515
sp|P37276|DYHC_DROME	lcl|NW_026262690.1_cds_XP_052105184.1_28856	70.362	4663	1338	22	1	4635	1	13941	0.0	6819
sp|P38444|AVR2A_RAT	lcl|NW_026262668.1_cds_XP_052091605.1_18373	51.101	454	205	8	40	485	145	1479	6.16e-146	429
sp|P38532|HSF1_MOUSE	lcl|NW_026262701.1_cds_XP_052062790.1_33271	59.193	223	82	5	12	227	43	705	4.39e-83	268
sp|P38533|HSF2_MOUSE	lcl|NW_026262701.1_cds_XP_052062791.1_33270	51.707	205	90	4	5	202	46	654	8.83e-64	217
sp|P38650|DYHC1_RAT	lcl|NW_026262690.1_cds_XP_052105183.1_28853	72.620	4653	1247	17	8	4644	19	13944	0.0	7070
sp|P39052|DYN2_RAT	lcl|NW_026262668.1_cds_XP_052093664.1_16892	69.916	831	227	5	2	829	7	2439	0.0	1095
sp|P39745|MPK1_CAEEL	lcl|NW_026262734.1_cds_XP_052075346.1_45680	81.416	339	63	0	81	419	16	1032	0.0	587
sp|P39768|OPA_DROME	lcl|NW_026262690.1_cds_XP_052105364.1_29104	75.532	188	34	2	191	378	529	1056	1.83e-95	301
sp|P39769|PHP_DROME	lcl|NW_026262593.1_cds_XP_052082494.1_8504	60.606	66	26	0	1511	1576	2428	2625	6.52e-18	91.7
sp|P40423|SQH_DROME	lcl|NW_026262581.1_cds_XP_052059265.1_358	81.333	150	28	0	22	171	58	507	4.73e-87	253
sp|P40692|MLH1_HUMAN	lcl|NW_026262668.1_cds_XP_052094942.1_18933	60.586	751	223	5	6	756	25	2058	0.0	939
sp|P40792|RAC1_DROME	lcl|NW_026262723.1_cds_XP_052071681.1_39842	93.220	177	12	0	1	177	1	531	1.04e-124	350
sp|P40793|CDC42_DROME	lcl|NW_026262593.1_cds_XP_052082091.1_8092	93.194	191	13	0	1	191	19	591	5.93e-126	353
sp|P40809|RG84C_DROME	lcl|NW_026262668.1_cds_XP_052094781.1_18756	36.559	279	164	7	70	336	862	1695	2.47e-47	171
sp|P40879|S26A3_HUMAN	lcl|NW_026262581.1_cds_XP_052061943.1_1359	33.422	748	449	14	8	736	64	2217	1.64e-109	352
sp|P40946|ARF6_DROME	lcl|NW_026262712.1_cds_XP_052066315.1_39287	95.977	174	7	0	1	174	1	522	1.27e-124	348
sp|P41161|ETV5_HUMAN	lcl|NW_026262668.1_cds_XP_052092993.1_16185	59.375	224	61	7	262	470	676	1302	2.16e-69	232
sp|P41182|BCL6_HUMAN	lcl|NW_026262604.1_cds_XP_052083919.1_9492	38.776	196	106	1	518	699	196	783	1.77e-44	164
sp|P41183|BCL6_MOUSE	lcl|NW_026262604.1_cds_XP_052083919.1_9492	38.776	196	106	1	519	700	196	783	9.64e-45	164
sp|P41208|CETN2_HUMAN	lcl|NW_026262745.1_cds_XP_052076823.1_48399	86.667	150	20	0	23	172	64	513	8.95e-78	230
sp|P41212|ETV6_HUMAN	lcl|NW_026262712.1_cds_XP_052066278.1_38397	51.579	95	46	0	336	430	718	1002	6.31e-30	123
sp|P41220|RGS2_HUMAN	lcl|NW_026262581.1_cds_XP_052091585.1_3471	46.269	134	72	0	72	205	307	708	1.23e-39	137
sp|P41515|TOP2A_CRIGR	lcl|NW_026262582.1_cds_XP_052079218.1_5439	68.917	1200	368	3	23	1218	130	3726	0.0	1679
sp|P41516|TOP2A_RAT	lcl|NW_026262582.1_cds_XP_052079219.1_5437	67.781	1226	382	5	23	1239	136	3801	0.0	1672
sp|P41586|PACR_HUMAN	lcl|NW_026262668.1_cds_XP_052090791.1_18543	34.793	411	224	9	54	442	127	1293	7.95e-69	229
sp|P41828|NHR23_CAEEL	lcl|NW_026262604.1_cds_XP_052084553.1_10218	35.518	473	220	11	154	586	502	1785	1.48e-72	244
sp|P41934|HM18_CAEEL	lcl|NW_026262701.1_cds_XP_052059714.1_35138	45.500	200	65	2	290	482	766	1254	2.51e-52	189
sp|P42003|MAD_DROME	lcl|NW_026262745.1_cds_XP_052078145.1_48273	74.353	464	92	5	11	455	4	1371	0.0	651
sp|P42208|SEPT2_MOUSE	lcl|NW_026262734.1_cds_XP_052072566.1_45359	73.780	328	80	1	8	329	799	1782	0.0	520
sp|P42209|SEPT1_MOUSE	lcl|NW_026262734.1_cds_XP_052072561.1_45365	54.493	345	151	2	4	348	34	1050	2.47e-139	402
sp|P42271|TBG2_DROME	lcl|NW_026262668.1_cds_XP_052095072.1_19056	77.629	447	99	1	1	447	1	1338	0.0	724
sp|P42336|PK3CA_HUMAN	lcl|NW_026262593.1_cds_XP_052082117.1_8108	52.637	1062	481	10	5	1063	7	3135	0.0	1178
sp|P42337|PK3CA_MOUSE	lcl|NW_026262593.1_cds_XP_052082117.1_8108	52.731	1062	480	10	5	1063	7	3135	0.0	1179
sp|P42345|MTOR_HUMAN	lcl|NW_026262593.1_cds_XP_052082463.1_8475	61.897	1803	657	14	17	1812	4	5343	0.0	2085
sp|P42346|MTOR_RAT	lcl|NW_026262593.1_cds_XP_052082463.1_8475	65.132	2541	815	19	17	2549	4	7437	0.0	3206
sp|P42859|HD_MOUSE	lcl|NW_026262679.1_cds_XP_052100645.1_23980	40.822	2702	1405	49	503	3115	1162	8952	0.0	1828
sp|P43021|NODAL_MOUSE	lcl|NW_026262723.1_cds_XP_052069177.1_40550	47.115	104	55	0	250	353	496	807	1.89e-31	120
sp|P43034|LIS1_HUMAN	lcl|NW_026262734.1_cds_XP_052075618.1_46076	74.155	414	101	3	1	410	1	1236	0.0	659
sp|P43246|MSH2_HUMAN	lcl|NW_026262615.1_cds_XP_052086117.1_11605	26.741	804	469	24	148	853	1615	3960	2.53e-61	229
sp|P43247|MSH2_MOUSE	lcl|NW_026262615.1_cds_XP_052086117.1_11605	26.098	797	467	26	156	853	1639	3960	9.54e-59	221
sp|P43332|SNRPA_DROME	lcl|NW_026262712.1_cds_XP_052064903.1_37625	66.255	243	54	2	1	216	1	726	1.05e-91	270
sp|P43481|KIT_BOVIN	lcl|NW_026262659.1_cds_XP_052089648.1_14706	35.084	533	271	11	429	940	2119	3555	6.50e-86	303
sp|P45594|CADF_DROME	lcl|NW_026262690.1_cds_XP_052057981.1_29206	36.986	146	84	3	1	144	1	420	7.65e-23	89.0
sp|P45975|SUV39_DROME	lcl|NW_026262581.1_cds_XP_052068127.1_2501	37.250	400	223	8	217	603	205	1359	1.14e-65	226
sp|P46100|ATRX_HUMAN	lcl|NW_026262659.1_cds_XP_052089588.1_14666	61.818	385	140	5	1525	1906	3334	4476	1.22e-152	526
sp|P46109|CRKL_HUMAN	lcl|NW_026262712.1_cds_XP_052067053.1_38976	45.424	295	111	7	14	298	37	801	1.26e-75	233
sp|P46150|MOEH_DROME	lcl|NW_026262734.1_cds_XP_052075681.1_46059	44.637	578	319	1	2	578	43	1776	7.39e-169	493
sp|P46152|GATA4_RAT	lcl|NW_026262667.1_cds_XP_052090595.1_15492	82.727	110	19	0	211	320	676	1005	6.15e-61	205
sp|P46379|BAG6_HUMAN	lcl|NW_026262668.1_cds_XP_052094086.1_17365	29.648	398	250	7	759	1128	2878	4065	1.46e-31	135
sp|P46531|NOTC1_HUMAN	lcl|NW_026262668.1_cds_XP_052091413.1_18162	45.296	2243	1099	36	31	2209	91	6627	0.0	1833
sp|P46822|KLC_CAEEL	lcl|NW_026262690.1_cds_XP_052106521.1_31122	67.140	493	156	5	1	490	76	1545	0.0	604
sp|P47196|AKT1_RAT	lcl|NW_026262675.1_cds_XP_052097827.1_22026	64.509	479	148	6	2	476	16	1398	0.0	640
sp|P47727|CBR1_RAT	lcl|NW_026262745.1_cds_XP_052076264.1_49212	53.137	271	126	1	7	277	13	822	3.45e-103	303
sp|P47746|CNR1_MOUSE	lcl|NW_026262671.1_cds_XP_052097221.1_21477	27.628	333	215	9	112	436	163	1107	2.66e-19	90.9
sp|P47806|GLI1_MOUSE	lcl|NW_026262668.1_cds_XP_052091529.1_18369	78.443	167	36	0	238	404	985	1485	6.29e-83	298
sp|P47820|ACE_RAT	lcl|NW_026262668.1_cds_XP_052094708.1_18501	50.164	1222	572	12	47	1262	1531	5103	0.0	1274
sp|P47931|FST_MOUSE	lcl|NW_026262679.1_cds_XP_052100758.1_24075	35.548	301	186	7	21	317	52	942	7.04e-54	182
sp|P47938|THIO1_DROME	lcl|NW_026262604.1_cds_XP_052084251.1_9879	38.776	98	56	2	3	97	4	294	1.38e-19	82.0
sp|P47941|CRKL_MOUSE	lcl|NW_026262712.1_cds_XP_052067053.1_38976	45.085	295	112	7	14	298	37	801	7.92e-75	231
sp|P48148|RHO1_DROME	lcl|NW_026262581.1_cds_XP_052063288.1_1437	89.583	192	20	0	1	192	67	642	1.74e-129	363
sp|P48378|RFX2_HUMAN	lcl|NW_026262581.1_cds_XP_052075306.1_4396	61.878	543	167	8	149	688	1258	2775	0.0	619
sp|P48379|RFX2_MOUSE	lcl|NW_026262581.1_cds_XP_052075306.1_4396	58.086	606	208	11	71	672	1048	2739	0.0	629
sp|P48434|SOX9_CHICK	lcl|NW_026262723.1_cds_XP_052068536.1_42250	49.442	269	112	7	56	317	82	837	2.39e-65	218
sp|P48436|SOX9_HUMAN	lcl|NW_026262723.1_cds_XP_052068536.1_42250	53.257	261	93	7	59	309	94	819	4.00e-67	223
sp|P48462|PP1B_DROME	lcl|NW_026262690.1_cds_XP_052058749.1_30837	90.596	319	30	0	1	319	1	957	0.0	583
sp|P48555|RALA_DROME	lcl|NW_026262668.1_cds_XP_052091951.1_19120	78.846	208	36	3	1	201	1	621	8.80e-116	328
sp|P48603|CAPZB_DROME	lcl|NW_026262593.1_cds_XP_052083240.1_9248	79.044	272	57	0	1	272	1	816	5.70e-167	464
sp|P48608|DIA_DROME	lcl|NW_026262745.1_cds_XP_052077915.1_48394	45.661	484	256	4	595	1074	1777	3219	1.19e-111	375
sp|P48612|PELO_DROME	lcl|NW_026262734.1_cds_XP_052075081.1_44409	68.378	370	117	0	1	370	1	1110	0.0	534
sp|P48679|LMNA_RAT	lcl|NW_026262679.1_cds_XP_052101301.1_24930	38.041	531	320	2	22	548	121	1698	3.66e-75	253
sp|P48759|PTX3_MOUSE	lcl|NW_026262581.1_cds_XP_052095725.1_3947	26.816	179	118	5	203	378	4198	4704	1.78e-12	70.5
sp|P48809|RB27C_DROME	lcl|NW_026262679.1_cds_XP_052098319.1_24347	51.630	184	82	4	4	182	43	588	1.20e-56	196
sp|P48966|MPIP2_RAT	lcl|NW_026262679.1_cds_XP_052099403.1_22623	30.796	578	326	14	49	564	112	1809	1.26e-65	226
sp|P48967|MPIP3_MOUSE	lcl|NW_026262679.1_cds_XP_052099403.1_22623	53.977	176	79	1	258	431	1276	1803	3.02e-57	200
sp|P49025|CTRO_MOUSE	lcl|NW_026262668.1_cds_XP_052093573.1_16798	34.371	739	441	11	1212	1927	4390	6543	3.10e-142	494
sp|P49028|MGN_DROME	lcl|NW_026262581.1_cds_XP_052098265.1_4436	90.411	146	14	0	2	147	7	444	4.75e-98	279
sp|P49029|MGN_CAEEL	lcl|NW_026262581.1_cds_XP_052098265.1_4436	80.690	145	28	0	8	152	10	444	9.98e-88	253
sp|P49116|NR2C2_HUMAN	lcl|NW_026262581.1_cds_XP_052078939.1_794	50.375	534	209	9	117	596	511	2106	1.02e-162	488
sp|P49117|NR2C2_MOUSE	lcl|NW_026262581.1_cds_XP_052078939.1_794	49.813	534	212	8	117	596	511	2106	9.69e-163	488
sp|P49134|ITB1_RAT	lcl|NW_026262668.1_cds_XP_052091029.1_16912	43.687	792	405	18	22	799	85	2379	0.0	578
sp|P49455|TPM4_DROME	lcl|NW_026262679.1_cds_XP_052101735.1_25391	56.940	281	121	0	1	281	1	843	1.03e-73	236
sp|P49711|CTCF_HUMAN	lcl|NW_026262701.1_cds_XP_052061079.1_34378	50.278	360	169	4	225	576	1183	2256	9.26e-115	371
sp|P49840|GSK3A_HUMAN	lcl|NW_026262701.1_cds_XP_052063767.1_35031	78.820	373	78	1	93	465	82	1197	0.0	588
sp|P49858|CNI_DROME	lcl|NW_026262690.1_cds_XP_052106787.1_31405	69.444	144	44	0	1	144	1	432	3.98e-66	198
sp|P49950|BCL2_RAT	lcl|NW_026262668.1_cds_XP_052095497.1_19895	50.000	120	59	1	81	199	85	444	7.02e-34	121
sp|P49952|WT1_RAT	lcl|NW_026262581.1_cds_XP_052087331.1_2558	48.113	106	55	0	299	404	598	915	1.69e-30	120
sp|P49953|WT1_SMIMA	lcl|NW_026262581.1_cds_XP_052087331.1_2558	49.057	106	54	0	90	195	598	915	3.96e-33	122
sp|P50093|PHB2_CAEEL	lcl|NW_026262593.1_cds_XP_052082900.1_8869	66.935	248	82	0	39	286	118	861	5.17e-112	327
sp|P50103|UCHL1_MONDO	lcl|NW_026262659.1_cds_XP_052089763.1_14823	43.624	149	81	1	76	221	88	534	1.14e-37	130
sp|P50118|MOS_PIG	lcl|NW_026262581.1_cds_XP_052076499.1_4560	42.510	247	122	6	56	297	235	930	6.64e-54	182
sp|P50393|PA24A_RAT	lcl|NW_026262690.1_cds_XP_052105545.1_29566	45.373	778	369	12	1	746	1	2262	0.0	682
sp|P50902|WT1_ALLMI	lcl|NW_026262581.1_cds_XP_052087331.1_2558	49.057	106	54	0	139	244	598	915	8.33e-33	123
sp|P51111|HD_RAT	lcl|NW_026262679.1_cds_XP_052100645.1_23980	40.679	2709	1398	53	495	3106	1162	8952	0.0	1812
sp|P51114|FXR1_HUMAN	lcl|NW_026262690.1_cds_XP_052104584.1_27935	55.118	381	166	5	1	378	1	1137	7.33e-145	436
sp|P51115|FXR1A_XENLA	lcl|NW_026262690.1_cds_XP_052104584.1_27935	54.545	396	170	6	1	388	1	1182	1.01e-145	440
sp|P51140|DSH_DROME	lcl|NW_026262593.1_cds_XP_052083415.1_7823	63.386	254	70	2	248	478	370	1131	4.46e-107	338
sp|P51521|OVO_DROME	lcl|NW_026262685.1_cds_XP_052103222.1_26808	69.504	141	43	0	1192	1332	679	1101	5.11e-65	227
sp|P51531|SMCA2_HUMAN	lcl|NW_026262667.1_cds_XP_052090507.1_15409	67.699	1195	344	11	323	1508	1150	4635	0.0	1446
sp|P51572|BAP31_HUMAN	lcl|NW_026262581.1_cds_XP_052068458.1_2510	44.444	243	124	1	3	245	10	705	3.19e-43	147
sp|P51587|BRCA2_HUMAN	lcl|NW_026262679.1_cds_XP_052098756.1_23331	35.897	741	417	17	2479	3199	7144	9252	8.15e-103	373
sp|P51592|HYD_DROME	lcl|NW_026262615.1_cds_XP_052085871.1_11357	54.574	634	246	7	2283	2885	7084	8952	0.0	648
sp|P51608|MECP2_HUMAN	lcl|NW_026262581.1_cds_XP_052064055.1_507	53.165	79	37	0	84	162	472	708	1.18e-18	90.5
sp|P51684|CCR6_HUMAN	lcl|NW_026262723.1_cds_XP_052069600.1_39881	31.126	302	180	7	47	332	7	876	3.15e-34	131
sp|P51843|NR0B1_HUMAN	lcl|NW_026262581.1_cds_XP_052078939.1_794	32.057	209	124	3	254	462	1474	2046	5.70e-14	75.9
sp|P51954|NEK1_MOUSE	lcl|NW_026262659.1_cds_XP_052089549.1_14625	41.287	746	288	13	1	638	1	2112	8.90e-159	511
sp|P51960|MYBA_MOUSE	lcl|NW_026262712.1_cds_XP_052065173.1_37800	61.290	186	67	2	8	191	52	600	5.76e-77	261
sp|P51993|FUT6_HUMAN	lcl|NW_026262712.1_cds_XP_052064234.1_39036	38.603	272	131	7	90	344	541	1299	1.44e-45	163
sp|P52172|SRP_DROME	lcl|NW_026262667.1_cds_XP_052090595.1_15492	75.862	58	14	0	791	848	817	990	1.22e-21	100
sp|P52194|CLGN_MOUSE	lcl|NW_026262745.1_cds_XP_052078566.1_49447	55.484	465	201	3	51	509	145	1539	0.0	526
sp|P52295|IMA_DROME	lcl|NW_026262637.1_cds_XP_052088585.1_13808	50.958	522	249	6	4	522	7	1560	5.06e-172	496
