qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P51111|HD_RAT	lcl|NW_018407845.1_cds_XP_021363998.1_21078	41.384	2658	1364	52	539	3098	1246	8931	0.0	1818
sp|P51114|FXR1_HUMAN	lcl|NW_018407520.1_cds_XP_021361865.1_19184	56.579	380	162	3	1	378	1	1137	1.82e-149	449
sp|P51115|FXR1A_XENLA	lcl|NW_018407520.1_cds_XP_021361865.1_19184	56.709	395	163	4	1	388	1	1182	4.50e-151	455
sp|P51140|DSH_DROME	lcl|NW_018407426.1_cds_XP_021361005.1_18429	64.822	253	67	2	248	478	391	1149	1.83e-107	340
sp|P51521|OVO_DROME	lcl|NW_018407364.1_cds_XP_021360273.1_17697	69.231	156	46	1	1180	1333	823	1290	1.20e-69	242
sp|P51531|SMCA2_HUMAN	lcl|NW_018480076.1_cds_XP_021343683.1_40257	69.141	1199	329	7	319	1508	1327	4827	0.0	1460
sp|P51572|BAP31_HUMAN	lcl|NW_018405633.1_cds_XP_021351961.1_10238	46.311	244	119	1	1	244	1	696	7.49e-42	143
sp|P51587|BRCA2_HUMAN	lcl|NW_018407390.1_cds_XP_021360545.1_18050	36.048	749	430	16	2478	3198	9952	12135	1.01e-116	419
sp|P51592|HYD_DROME	lcl|NW_018408880.1_cds_XP_021377534.1_33321	52.226	674	265	7	2259	2885	7153	9144	0.0	645
sp|P51608|MECP2_HUMAN	lcl|NW_018404455.1_cds_XP_021345640.1_4545	49.425	87	37	2	90	170	436	693	1.52e-15	80.9
sp|P51684|CCR6_HUMAN	lcl|NW_018408815.1_cds_XP_021375026.1_31029	26.543	324	206	7	52	364	145	1053	1.82e-27	112
sp|P51843|NR0B1_HUMAN	lcl|NW_018408653.1_cds_XP_021370927.1_27429	28.910	211	128	3	254	462	1441	2013	9.37e-15	77.8
sp|P51954|NEK1_MOUSE	lcl|NW_018408892.1_cds_XP_021378328.1_33920	43.824	680	265	12	1	578	1	1995	5.36e-152	492
sp|P51960|MYBA_MOUSE	lcl|NW_018408465.1_cds_XP_021368125.1_24785	55.510	245	94	5	2	243	37	735	2.02e-85	285
sp|P51993|FUT6_HUMAN	lcl|NW_018405900.1_cds_XP_021353382.1_11530	39.338	272	143	5	90	351	523	1302	1.57e-49	173
sp|P52172|SRP_DROME	lcl|NW_018485780.1_cds_XP_021344966.1_41349	80.000	55	11	0	794	848	1	165	4.28e-24	102
sp|P52194|CLGN_MOUSE	lcl|NW_018407552.1_cds_XP_021362142.1_19414	52.408	519	230	7	3	505	1	1554	8.25e-179	520
sp|P52295|IMA_DROME	lcl|NW_018407394.1_cds_XP_021360690.1_18101	51.336	524	248	6	2	522	7	1566	2.29e-174	502
sp|P52304|POLO_DROME	lcl|NW_018480053.1_cds_XP_021342442.1_39106	51.536	586	264	6	4	576	25	1761	0.0	602
sp|P52594|AGFG1_HUMAN	lcl|NW_018407082.1_cds_XP_021358612.1_16253	57.542	179	70	2	3	180	19	540	2.38e-66	227
sp|P52701|MSH6_HUMAN	lcl|NW_018408044.1_cds_XP_021365349.1_22331	54.201	1083	456	14	276	1334	844	4044	0.0	1162
sp|P52757|CHIO_HUMAN	lcl|NW_018406762.1_cds_XP_021357106.1_14886	48.093	472	223	6	17	468	124	1533	3.36e-159	462
sp|P52925|HMGB2_RAT	lcl|NW_018405643.1_cds_XP_021352136.1_10402	54.839	155	66	2	4	156	16	474	3.48e-50	163
sp|P53350|PLK1_HUMAN	lcl|NW_018480053.1_cds_XP_021342443.1_39107	64.655	580	187	2	40	602	49	1785	0.0	793
sp|P53501|ACT3_DROME	lcl|NW_018408351.1_cds_XP_021367253.1_24054	95.745	376	16	0	1	376	1	1128	0.0	763
sp|P53563|B2CL1_RAT	lcl|NW_018405730.1_cds_XP_021352428.1_10667	35.931	231	98	3	4	233	37	582	2.41e-43	145
sp|P53670|LIMK2_RAT	lcl|NW_018479973.1_cds_XP_021340818.1_37635	62.630	289	104	3	324	608	886	1752	6.15e-120	382
sp|P53671|LIMK2_HUMAN	lcl|NW_018479973.1_cds_XP_021340818.1_37635	62.252	302	109	4	323	620	883	1785	6.78e-123	389
sp|P53784|SOX3_MOUSE	lcl|NW_018483966.1_cds_XP_021344413.1_40858	89.855	69	7	0	64	132	217	423	6.32e-38	134
sp|P54275|MSH2_RAT	lcl|NW_018408551.1_cds_XP_021369359.1_25960	62.741	934	340	4	1	931	1	2787	0.0	1197
sp|P54276|MSH6_MOUSE	lcl|NW_018408044.1_cds_XP_021365348.1_22332	57.325	1017	413	10	326	1332	1030	4047	0.0	1162
sp|P54359|SEPT2_DROME	lcl|NW_018404940.1_cds_XP_021348372.1_7010	69.727	403	116	2	16	418	205	1395	0.0	561
sp|P54619|AAKG1_HUMAN	lcl|NW_018408572.1_cds_XP_021369714.1_26267	61.270	315	119	2	19	331	220	1161	7.03e-140	402
sp|P54652|HSP72_HUMAN	lcl|NW_018407338.1_cds_XP_021360006.1_17492	83.908	609	96	1	7	615	13	1833	0.0	989
sp|P54727|RD23B_HUMAN	lcl|NW_018480048.1_cds_XP_021342303.1_38955	69.027	113	35	0	297	409	862	1200	9.34e-37	139
sp|P54728|RD23B_MOUSE	lcl|NW_018480048.1_cds_XP_021342303.1_38955	66.667	120	33	2	297	416	862	1200	6.79e-35	134
sp|P54733|CCNE_DROME	lcl|NW_018404308.1_cds_XP_021343894.1_4035	44.315	343	159	6	316	658	307	1239	1.03e-96	306
sp|P55062|BI1_RAT	lcl|NW_018480011.1_cds_XP_021341364.1_38119	51.402	214	104	0	13	226	43	684	1.60e-61	193
sp|P55094|NR2C2_RAT	lcl|NW_018408653.1_cds_XP_021370929.1_27433	50.566	530	218	10	100	596	490	2046	1.57e-179	526
sp|P55105|BMP8B_MOUSE	lcl|NW_018408880.1_cds_XP_021377502.1_33224	34.908	381	224	7	38	399	136	1263	7.77e-73	234
sp|P55144|TYRO3_MOUSE	lcl|NW_018408710.1_cds_XP_021371801.1_28154	45.118	297	146	7	487	780	2074	2922	1.68e-65	238
sp|P55146|TYRO3_RAT	lcl|NW_018408710.1_cds_XP_021371801.1_28154	45.118	297	146	7	487	780	2074	2922	6.55e-66	239
sp|P55318|FOXA3_HUMAN	lcl|NW_018407511.1_cds_XP_021361791.1_19041	83.929	112	18	0	107	218	427	762	7.91e-64	209
sp|P55824|FAF_DROME	lcl|NW_018408767.1_cds_XP_021373328.1_29517	48.311	2546	1151	35	92	2596	247	7512	0.0	2173
sp|P55830|RS3A_DROME	lcl|NW_018408322.1_cds_XP_021367050.1_23921	69.355	248	70	2	21	268	61	786	2.15e-121	348
sp|P55965|BYN_DROME	lcl|NW_018408809.1_cds_XP_021374855.1_30888	71.809	188	52	1	84	270	178	741	3.05e-96	305
sp|P56079|CDS_DROME	lcl|NW_018408815.1_cds_XP_021375015.1_31020	58.278	453	168	5	1	442	1	1329	3.32e-175	499
sp|P56403|AQP7_RAT	lcl|NW_018407191.1_cds_XP_021359306.1_16843	45.935	246	131	2	13	256	31	768	3.95e-73	226
sp|P56597|NDK5_HUMAN	lcl|NW_018404716.1_cds_XP_021347417.1_6158	67.308	208	67	1	2	209	25	645	5.08e-108	310
sp|P56703|WNT3_HUMAN	lcl|NW_018406168.1_cds_XP_021354501.1_12544	49.412	340	162	4	20	355	64	1065	2.24e-109	324
sp|P56705|WNT4_HUMAN	lcl|NW_018406168.1_cds_XP_021354501.1_12544	63.063	333	122	1	20	351	67	1065	3.24e-161	456
sp|P57073|SOX8_HUMAN	lcl|NW_018405039.1_cds_XP_021348843.1_7434	53.648	233	92	4	62	287	154	825	1.21e-66	221
sp|P57097|MERTK_RAT	lcl|NW_018408710.1_cds_XP_021371801.1_28154	45.570	316	155	7	562	875	2077	2979	3.06e-68	248
sp|P58012|FOXL2_HUMAN	lcl|NW_018403589.1_cds_XP_021353421.1_1149	87.097	93	12	0	50	142	376	654	1.44e-53	182
sp|P59241|AURKA_RAT	lcl|NW_018403513.1_cds_XP_021348004.1_652	69.307	303	88	2	80	381	28	924	9.60e-158	447
sp|P60052|SODC_PANTR	lcl|NW_018408914.1_cds_XP_021380072.1_35546	63.077	130	48	0	25	154	67	456	1.38e-53	167
sp|P60321|NANO2_HUMAN	lcl|NW_018406415.1_cds_XP_021355616.1_13525	62.500	56	21	0	62	117	433	600	8.57e-20	82.4
sp|P60322|NANO2_MOUSE	lcl|NW_018406415.1_cds_XP_021355616.1_13525	67.857	56	18	0	60	115	433	600	1.09e-21	87.4
sp|P60323|NANO3_HUMAN	lcl|NW_018404097.1_cds_XP_021374984.1_3098	55.385	65	29	0	55	119	637	831	1.44e-19	84.3
sp|P60324|NANO3_MOUSE	lcl|NW_018404097.1_cds_XP_021374984.1_3098	53.425	73	33	1	56	127	643	861	2.40e-19	84.0
sp|P60483|PTEN_CANLF	lcl|NW_018408815.1_cds_XP_021375004.1_31025	60.795	352	124	6	1	347	1	1029	9.07e-136	397
sp|P60484|PTEN_HUMAN	lcl|NW_018408815.1_cds_XP_021375004.1_31025	60.795	352	124	6	1	347	1	1029	9.07e-136	397
sp|P61092|SIA1A_MOUSE	lcl|NW_018404125.1_cds_XP_021377981.1_3352	82.800	250	43	0	33	282	121	870	4.60e-161	450
sp|P61209|ARF1_DROME	lcl|NW_018403984.1_cds_XP_021367876.1_2421	92.179	179	14	0	1	179	1	537	4.36e-123	345
sp|P61407|TDRD6_MOUSE	lcl|NW_018405326.1_cds_XP_021350186.1_8647	23.263	993	589	40	253	1174	6067	8739	1.21e-30	134
sp|P61753|SOX9_MACMU	lcl|NW_018405039.1_cds_XP_021348843.1_7434	53.543	254	111	3	67	320	154	894	3.68e-75	245
sp|P61754|SOX9_PONPY	lcl|NW_018405039.1_cds_XP_021348843.1_7434	53.543	254	111	3	67	320	154	894	3.68e-75	245
sp|P62340|TBPL1_MOUSE	lcl|NW_018480024.1_cds_XP_021341593.1_38313	58.564	181	75	0	4	184	151	693	2.71e-74	226
sp|P62345|CDPK4_PLABA	lcl|NW_018405300.1_cds_XP_021350043.1_8510	36.306	314	192	6	57	368	1	924	8.60e-62	211
sp|P62380|TBPL1_HUMAN	lcl|NW_018480024.1_cds_XP_021341593.1_38313	58.564	181	75	0	4	184	151	693	2.71e-74	226
sp|P62753|RS6_HUMAN	lcl|NW_018407075.1_cds_XP_021358534.1_16187	79.556	225	45	1	1	224	1	675	9.03e-115	329
sp|P62754|RS6_MOUSE	lcl|NW_018407075.1_cds_XP_021358534.1_16187	79.556	225	45	1	1	224	1	675	9.03e-115	329
sp|P62755|RS6_RAT	lcl|NW_018407075.1_cds_XP_021358534.1_16187	79.556	225	45	1	1	224	1	675	9.03e-115	329
sp|P62821|RAB1A_MOUSE	lcl|NW_018408394.1_cds_XP_021367592.1_24355	90.777	206	17	2	1	205	1	615	1.82e-135	378
sp|P62828|RAN_RAT	lcl|NW_018403450.1_cds_XP_021345223.1_408	87.981	208	25	0	7	214	34	657	5.98e-137	383
sp|P62877|RBX1_HUMAN	lcl|NW_018407552.1_cds_XP_021362108.1_19418	88.596	114	7	2	1	108	1	342	4.53e-69	203
sp|P62878|RBX1_MOUSE	lcl|NW_018407552.1_cds_XP_021362108.1_19418	88.596	114	7	2	1	108	1	342	4.53e-69	203
sp|P63004|LIS1_RAT	lcl|NW_018407478.1_cds_XP_021361426.1_18795	77.129	411	91	2	1	410	1	1227	0.0	685
sp|P63005|LIS1_MOUSE	lcl|NW_018407478.1_cds_XP_021361426.1_18795	77.129	411	91	2	1	410	1	1227	0.0	685
sp|P63036|DNJA1_RAT	lcl|NW_018408694.1_cds_XP_021371477.1_27857	67.742	403	121	4	1	396	1	1203	1.37e-164	468
sp|P63037|DNJA1_MOUSE	lcl|NW_018408694.1_cds_XP_021371477.1_27857	67.742	403	121	4	1	396	1	1203	1.37e-164	468
sp|P63087|PP1G_MOUSE	lcl|NW_018408881.1_cds_XP_021377637.1_33370	93.272	327	17	1	1	322	1	981	0.0	629
sp|P63088|PP1G_RAT	lcl|NW_018408881.1_cds_XP_021377637.1_33370	93.272	327	17	1	1	322	1	981	0.0	629
sp|P63094|GNAS2_MOUSE	lcl|NW_018407065.1_cds_XP_021358250.1_15900	41.371	394	181	9	1	389	1	1047	8.31e-87	268
sp|P63095|GNAS2_RAT	lcl|NW_018407065.1_cds_XP_021358250.1_15900	41.371	394	181	9	1	389	1	1047	8.31e-87	268
sp|P63146|UBE2B_HUMAN	lcl|NW_018407152.1_cds_XP_021359055.1_16641	87.248	149	19	0	1	149	1	447	5.95e-99	281
sp|P63147|UBE2B_MOUSE	lcl|NW_018407152.1_cds_XP_021359055.1_16641	87.248	149	19	0	1	149	1	447	5.95e-99	281
sp|P63149|UBE2B_RAT	lcl|NW_018407152.1_cds_XP_021359055.1_16641	87.248	149	19	0	1	149	1	447	5.95e-99	281
sp|P63170|DYL1_RAT	lcl|NW_018408837.1_cds_XP_021375656.1_31604	93.258	89	6	0	1	89	1	267	6.77e-60	178
sp|P67999|KS6B1_RAT	lcl|NW_018407979.1_cds_XP_021364752.1_21803	63.333	510	158	8	24	524	1	1470	0.0	624
sp|P68401|PA1B2_BOVIN	lcl|NW_018408847.1_cds_XP_021375960.1_31878	53.052	213	99	1	7	218	16	654	1.98e-80	241
sp|P68402|PA1B2_HUMAN	lcl|NW_018408847.1_cds_XP_021375960.1_31878	53.052	213	99	1	7	218	16	654	1.98e-80	241
sp|P70032|PLK1_XENLA	lcl|NW_018480053.1_cds_XP_021342442.1_39106	66.667	570	173	3	31	584	49	1755	0.0	749
sp|P70178|SIX5_MOUSE	lcl|NW_018404396.1_cds_XP_021345436.1_4373	69.101	178	53	1	69	244	220	753	2.86e-74	245
sp|P70190|CAZA3_MOUSE	lcl|NW_018480078.1_cds_XP_021343957.1_40490	34.432	273	173	4	6	274	22	834	1.30e-49	167
sp|P70281|SYCP3_MOUSE	lcl|NW_018408349.1_cds_XP_021367215.1_24005	53.927	191	88	0	64	254	151	723	1.44e-58	187
sp|P70313|NOS3_MOUSE	lcl|NW_018408566.1_cds_XP_021369468.1_26098	50.177	1132	529	13	66	1171	1120	4488	0.0	1075
sp|P70318|TIAR_MOUSE	lcl|NW_018404042.1_cds_XP_021371703.1_2769	59.150	306	114	4	2	301	19	921	2.02e-120	356
sp|P70340|SMAD1_MOUSE	lcl|NW_018407364.1_cds_XP_021360277.1_17685	73.036	471	92	6	2	465	19	1347	0.0	598
sp|P70419|GALT3_MOUSE	lcl|NW_018406235.1_cds_XP_021354684.1_12704	48.374	492	226	13	122	607	13	1422	8.18e-151	446
sp|P70451|FER_MOUSE	lcl|NW_018408733.1_cds_XP_021372306.1_28571	36.697	872	495	17	1	821	58	2655	0.0	557
sp|P70458|IPSP_MOUSE	lcl|NW_018408767.1_cds_XP_021373340.1_29514	28.610	367	252	5	42	401	106	1197	3.69e-37	140
sp|P70503|NR0B1_RAT	lcl|NW_018408653.1_cds_XP_021370929.1_27433	28.986	276	170	6	196	464	1216	1986	6.90e-21	97.1
sp|P70600|FAK2_RAT	lcl|NW_018404306.1_cds_XP_021343139.1_3961	46.475	695	339	10	52	722	433	2490	0.0	595
sp|P70619|GSHR_RAT	lcl|NW_018408787.1_cds_XP_021374065.1_30130	61.882	425	143	6	1	424	169	1389	0.0	522
sp|P70658|CXCR4_MOUSE	lcl|NW_018408815.1_cds_XP_021375026.1_31029	26.821	302	203	6	41	330	130	1017	1.08e-28	115
sp|P70684|PGDH_CAVPO	lcl|NW_018404492.1_cds_XP_021345975.1_4844	42.412	257	140	4	1	253	1	759	7.54e-65	204
sp|P78396|CCNA1_HUMAN	lcl|NW_018407853.1_cds_XP_021364053.1_21144	45.388	412	185	9	79	464	85	1278	4.49e-88	276
sp|P79386|NR0B1_PIG	lcl|NW_018408653.1_cds_XP_021370926.1_27432	28.910	211	129	3	254	463	1441	2013	2.30e-15	79.7
sp|P79734|P53_DANRE	lcl|NW_018405306.1_cds_XP_021350070.1_8535	45.552	281	143	6	70	348	214	1032	4.96e-70	230
sp|P80201|ACVR1_RAT	lcl|NW_018406081.1_cds_XP_021354119.1_12191	55.400	500	183	10	30	498	112	1584	2.93e-172	498
sp|P80204|TGFR1_RAT	lcl|NW_018408148.1_cds_XP_021365929.1_22857	59.443	503	168	11	29	501	82	1572	0.0	584
sp|P81299|CDC14_CAEEL	lcl|NW_018403955.1_cds_XP_021366163.1_2274	46.809	376	186	3	11	383	31	1125	1.61e-112	352
sp|P82094|TMF1_HUMAN	lcl|NW_018480066.1_cds_XP_021343088.1_39699	46.346	602	312	4	496	1088	2365	4164	9.67e-119	399
sp|P83351|SNA29_CAEEL	lcl|NW_018407478.1_cds_XP_021361422.1_18788	27.778	270	146	5	4	242	7	762	9.86e-16	75.9
sp|P83831|RAS1_DROSI	lcl|NW_018404481.1_cds_XP_021345848.1_4742	83.537	164	26	1	1	163	1	492	4.87e-88	257
sp|P84243|H33_HUMAN	lcl|NW_018404550.1_cds_XP_021346644.1_5455	100.000	136	0	0	1	136	1	408	3.51e-96	273
sp|P84244|H33_MOUSE	lcl|NW_018404550.1_cds_XP_021346644.1_5455	100.000	136	0	0	1	136	1	408	3.51e-96	273
sp|P84245|H33_RAT	lcl|NW_018404550.1_cds_XP_021346644.1_5455	100.000	136	0	0	1	136	1	408	3.51e-96	273
sp|P86048|RL10L_MOUSE	lcl|NW_018404995.1_cds_XP_021348692.1_7296	75.234	214	53	0	1	214	1	642	1.12e-119	339
sp|P86049|RBM46_MOUSE	lcl|NW_018404871.1_cds_XP_021348018.1_6693	49.511	511	207	6	17	481	22	1539	1.22e-159	467
sp|P90838|RTCB_CAEEL	lcl|NW_018408710.1_cds_XP_021371838.1_28135	75.348	503	124	0	3	505	10	1518	0.0	816
sp|P90978|U2AF2_CAEEL	lcl|NW_018404901.1_cds_XP_021348202.1_6859	62.097	372	127	5	136	496	226	1332	3.82e-153	444
sp|P91001|CSN5_CAEEL	lcl|NW_018407733.1_cds_XP_021363137.1_20347	60.436	321	117	3	14	324	28	990	2.54e-144	412
sp|P91420|GLC7D_CAEEL	lcl|NW_018404396.1_cds_XP_021345460.1_4395	55.000	300	132	3	5	303	40	933	2.37e-119	347
sp|P91682|SMO_DROME	lcl|NW_018408880.1_cds_XP_021377503.1_33295	39.130	598	332	10	100	672	148	1920	1.18e-152	479
sp|P91926|AP2A_DROME	lcl|NW_018405829.1_cds_XP_021353098.1_11279	69.311	958	271	6	1	940	1	2859	0.0	1324
sp|P92177|1433E_DROME	lcl|NW_018407979.1_cds_XP_021364786.1_21800	63.941	269	76	5	1	260	1	771	2.49e-117	337
sp|P92199|ROCK_CAEEL	lcl|NW_018408888.1_cds_XP_021378101.1_33792	38.748	831	388	18	6	733	43	2481	6.05e-168	535
sp|P92208|JNK_DROME	lcl|NW_018403531.1_cds_XP_021349674.1_820	82.969	229	39	0	103	331	1	687	2.66e-144	409
sp|P97360|ETV6_MOUSE	lcl|NW_018405569.1_cds_XP_021351402.1_9737	53.125	96	44	1	332	426	817	1104	6.09e-32	129
sp|P97454|SMAD5_MOUSE	lcl|NW_018407364.1_cds_XP_021360276.1_17684	73.404	470	105	5	1	465	13	1377	0.0	606
sp|P97471|SMAD4_MOUSE	lcl|NW_018408905.1_cds_XP_021379469.1_35030	67.151	551	118	9	7	545	7	1506	0.0	644
sp|P97473|TRBP2_MOUSE	lcl|NW_018408820.1_cds_XP_021375212.1_31181	36.036	222	127	3	158	364	316	981	7.38e-35	131
sp|P97477|AURKA_MOUSE	lcl|NW_018403513.1_cds_XP_021348004.1_652	74.349	269	69	0	111	379	118	924	4.35e-157	445
sp|P97588|SMAD1_RAT	lcl|NW_018407364.1_cds_XP_021360276.1_17684	71.107	488	85	6	2	468	19	1377	0.0	600
sp|P97607|JAG2_RAT	lcl|NW_018407631.1_cds_XP_021362559.1_19809	46.708	1139	553	17	1	1113	115	3447	0.0	995
sp|P97679|MLH1_RAT	lcl|NW_018408646.1_cds_XP_021370788.1_27226	49.012	506	183	6	253	757	1	1296	3.49e-164	481
sp|P97698|SMO_RAT	lcl|NW_018408880.1_cds_XP_021377503.1_33295	47.986	571	285	8	74	637	124	1821	0.0	580
sp|P97812|IHH_MOUSE	lcl|NW_018408351.1_cds_XP_021367266.1_24033	51.206	373	168	4	43	402	112	1227	1.18e-133	390
sp|P97857|ATS1_MOUSE	lcl|NW_018406720.1_cds_XP_021356963.1_14756	38.016	897	500	25	85	952	256	2865	0.0	574
sp|P97929|BRCA2_MOUSE	lcl|NW_018407390.1_cds_XP_021360545.1_18050	34.801	727	426	13	2400	3098	9955	12075	4.60e-106	384
sp|P98065|TSG6_RABIT	lcl|NW_018406762.1_cds_XP_021357124.1_14854	41.860	129	73	2	135	261	3070	3456	2.43e-21	94.7
sp|P98066|TSG6_HUMAN	lcl|NW_018406762.1_cds_XP_021357124.1_14854	37.719	114	70	1	134	247	2377	2715	2.42e-21	94.7
sp|Q00175|PRGR_MOUSE	lcl|NW_018408805.1_cds_XP_021374788.1_30812	32.107	299	181	6	557	846	280	1137	9.93e-42	160
sp|Q00449|MDR49_DROME	lcl|NW_018405926.1_cds_XP_021353531.1_11662	40.227	1320	719	12	3	1294	214	4047	0.0	979
sp|Q00536|CDK16_HUMAN	lcl|NW_018405506.1_cds_XP_021350965.1_9360	68.793	439	128	4	50	486	202	1497	0.0	565
sp|Q00552|CFTR_CAVPO	lcl|NW_018404667.1_cds_XP_021347158.1_5918	25.265	1508	897	30	3	1436	682	4737	3.28e-136	460
sp|Q00553|CFTR_MACMU	lcl|NW_018404667.1_cds_XP_021347158.1_5918	25.896	1506	890	33	3	1436	682	4737	8.22e-131	445
sp|Q00554|CFTR_RABIT	lcl|NW_018404667.1_cds_XP_021347158.1_5918	24.635	1506	909	29	3	1436	682	4737	1.66e-130	444
sp|Q00555|CFTR_SHEEP	lcl|NW_018408862.1_cds_XP_021376607.1_32454	35.846	650	377	4	4	643	31	1890	9.75e-115	396
sp|Q00566|MECP2_RAT	lcl|NW_018404455.1_cds_XP_021345640.1_4545	49.425	87	37	2	90	170	436	693	1.85e-15	80.5
sp|Q00709|BCL2_CHICK	lcl|NW_018405730.1_cds_XP_021352428.1_10667	35.398	226	96	5	12	233	43	582	1.20e-38	133
sp|Q00724|RET4_MOUSE	lcl|NW_018407075.1_cds_XP_021358553.1_16150	26.562	192	125	7	18	198	319	879	3.95e-18	81.6
sp|Q00899|TYY1_MOUSE	lcl|NW_018408784.1_cds_XP_021373804.1_29932	78.829	222	26	4	205	412	385	1029	1.29e-106	320
sp|Q00972|BCKD_RAT	lcl|NW_018407478.1_cds_XP_021361436.1_18772	54.497	378	162	4	44	412	127	1257	8.43e-142	411
sp|Q00981|UCHL1_RAT	lcl|NW_018408542.1_cds_XP_021369187.1_25792	43.636	220	117	2	5	221	25	672	5.31e-64	199
sp|Q00993|UFO_MOUSE	lcl|NW_018408710.1_cds_XP_021371799.1_28153	44.147	299	152	6	511	804	3091	3957	7.86e-68	247
sp|Q00PJ2|CFTR_ATEAB	lcl|NW_018408862.1_cds_XP_021376607.1_32454	35.177	651	381	5	4	644	31	1890	3.34e-114	395
sp|Q01063|PDE4D_MOUSE	lcl|NW_018408798.1_cds_XP_021374508.1_30567	60.930	645	200	8	88	692	103	2001	0.0	788
sp|Q01085|TIAR_HUMAN	lcl|NW_018404042.1_cds_XP_021371703.1_2769	58.416	303	104	3	2	284	19	921	5.12e-119	352
sp|Q01320|TOP2A_MOUSE	lcl|NW_018408620.1_cds_XP_021370187.1_26685	67.249	1203	380	3	24	1221	190	3771	0.0	1698
sp|Q01534|TSPY1_HUMAN	lcl|NW_018405055.1_cds_XP_021349051.1_7622	37.173	191	112	1	106	288	106	678	3.52e-40	142
sp|Q01608|SPE4_CAEEL	lcl|NW_018405244.1_cds_XP_021349855.1_8348	26.776	183	115	5	58	234	433	942	5.66e-14	75.1
sp|Q01705|NOTC1_MOUSE	lcl|NW_018405745.1_cds_XP_021352653.1_10870	46.237	2219	1090	40	31	2199	79	6576	0.0	1808
sp|Q01755|TCP11_MOUSE	lcl|NW_018408551.1_cds_XP_021369335.1_25929	33.252	412	254	6	147	553	322	1509	4.21e-45	167
sp|Q01820|GCL_DROME	lcl|NW_018408041.1_cds_XP_021365320.1_22311	33.557	447	246	7	54	498	169	1362	1.19e-75	250
sp|Q01842|POK_DROME	lcl|NW_018405569.1_cds_XP_021351396.1_9732	50.526	95	46	1	392	486	838	1119	3.48e-25	111
sp|Q01954|BNC1_HUMAN	lcl|NW_018403629.1_cds_XP_021354518.1_1241	40.860	465	194	14	33	419	13	1398	2.44e-81	286
sp|Q01989|MYS9_DROME	lcl|NW_018479966.1_cds_XP_021340742.1_37568	52.267	1257	535	18	8	1234	19	3684	0.0	1172
sp|Q02248|CTNB1_MOUSE	lcl|NW_018407794.1_cds_XP_021363567.1_20691	70.952	809	192	11	14	781	91	2511	0.0	1104
sp|Q02548|PAX5_HUMAN	lcl|NW_018406344.1_cds_XP_021355150.1_13116	85.185	135	20	0	9	143	46	450	2.35e-75	244
sp|Q02645|HTS_DROME	lcl|NW_018408793.1_cds_XP_021374346.1_30411	44.293	587	281	9	26	598	106	1770	9.42e-163	504
sp|Q02650|PAX5_MOUSE	lcl|NW_018406344.1_cds_XP_021355150.1_13116	85.185	135	20	0	9	143	46	450	5.15e-76	246
sp|Q02748|IF4A_DROME	lcl|NW_018408882.1_cds_XP_021377711.1_33454	72.250	400	102	3	9	403	67	1254	0.0	568
sp|Q02936|HH_DROME	lcl|NW_018408351.1_cds_XP_021367266.1_24033	47.826	391	192	6	81	466	64	1215	5.05e-109	330
sp|Q03017|CACT_DROME	lcl|NW_018408638.1_cds_XP_021370621.1_27066	37.339	233	129	3	221	453	340	987	4.59e-40	149
sp|Q03019|TWINE_DROME	lcl|NW_018408752.1_cds_XP_021372968.1_29182	43.162	234	106	5	186	397	307	993	1.20e-59	199
sp|Q03060|CREM_HUMAN	lcl|NW_018406592.1_cds_XP_021356380.1_14226	45.638	298	123	9	51	342	64	858	4.88e-56	185
sp|Q03061|CREM_RAT	lcl|NW_018406592.1_cds_XP_021356380.1_14226	47.138	297	119	9	65	355	64	858	4.42e-52	175
sp|Q03336|RGN_RAT	lcl|NW_018406560.1_cds_XP_021356240.1_14105	45.183	301	160	2	4	299	4	906	9.23e-91	273
sp|Q03410|SYCP1_RAT	lcl|NW_018408551.1_cds_XP_021369386.1_25962	31.034	232	153	1	110	334	172	867	1.56e-17	89.4
sp|Q03427|LAMC_DROME	lcl|NW_018406834.1_cds_XP_021357386.1_15131	38.342	579	306	9	14	577	70	1698	3.49e-97	310
sp|Q03933|HSF2_HUMAN	lcl|NW_018480044.1_cds_XP_021342118.1_38809	46.923	260	121	7	6	253	31	795	5.92e-68	228
sp|Q04652|KELC_DROME	lcl|NW_018407102.1_cds_XP_021358880.1_16408	61.676	561	210	2	134	689	58	1740	0.0	679
sp|Q04671|P_HUMAN	lcl|NW_018404118.1_cds_XP_021376862.1_3246	56.386	321	136	2	330	649	793	1746	1.71e-100	326
sp|Q04735|CDK16_MOUSE	lcl|NW_018405506.1_cds_XP_021350967.1_9359	62.222	495	133	6	4	486	4	1362	0.0	563
sp|Q04771|ACVR1_HUMAN	lcl|NW_018406081.1_cds_XP_021354119.1_12191	53.614	498	195	8	30	498	112	1584	1.53e-168	488
sp|Q04827|CCND2_RAT	lcl|NW_018407357.1_cds_XP_021360132.1_17618	61.986	292	99	3	3	286	10	873	1.09e-109	320
sp|Q04886|SOX8_MOUSE	lcl|NW_018405039.1_cds_XP_021348843.1_7434	54.622	238	90	5	59	289	154	834	2.69e-70	231
sp|Q04887|SOX9_MOUSE	lcl|NW_018405039.1_cds_XP_021348843.1_7434	53.543	254	111	3	67	320	154	894	2.65e-76	248
